season,playerId,class,onResearch,eligibilityStatus
2025-26,203497,valid_value,YES,eligible
2025-26,1631121,valid_value,YES,eligible
2025-26,1629312,valid_value,YES,eligible
2025-26,1642928,valid_value,YES,eligible
2025-26,1641810,valid_value,YES,eligible
2025-26,1642867,valid_value,YES,eligible
2025-26,1630188,valid_value,YES,eligible
2025-26,1631159,valid_value,YES,eligible
2025-26,1630692,valid_value,YES,eligible
2025-26,1642364,valid_value,YES,eligible
2025-26,1626171,valid_value,YES,eligible
2025-26,1627751,valid_value,YES,eligible
2025-26,1629028,valid_value,YES,eligible
2025-26,1642419,valid_value,YES,eligible
2025-26,1629731,valid_value,YES,eligible
2025-26,1641775,valid_value,YES,eligible
2025-26,1630264,valid_value,YES,eligible
2025-26,1630596,valid_value,YES,eligible
2025-26,1630170,valid_value,YES,eligible
2025-26,1642349,valid_value,YES,eligible
2025-26,1629646,valid_value,YES,eligible
2025-26,1630604,valid_value,YES,eligible
2025-26,1630559,valid_value,YES,eligible
2025-26,1630543,valid_value,YES,eligible
2025-26,1627884,valid_value,YES,eligible
2025-26,1631248,valid_value,YES,eligible
2025-26,201950,valid_value,YES,eligible
2025-26,1631214,valid_value,YES,eligible
2025-26,1630193,valid_value,YES,eligible
2025-26,1629599,valid_value,YES,eligible
2025-26,1631245,valid_value,YES,eligible
2025-26,1627783,valid_value,YES,eligible
2025-26,1641708,valid_value,YES,eligible
2025-26,1642914,valid_value,YES,eligible
2025-26,1642270,valid_value,YES,eligible
2025-26,1628988,valid_value,YES,eligible
2025-26,1642862,valid_value,YES,eligible
2025-26,1631342,valid_value,YES,eligible
2025-26,1631131,valid_value,YES,eligible
2025-26,203897,valid_value,YES,eligible
2025-26,1630182,valid_value,YES,eligible
2025-26,1641739,valid_value,YES,eligible
2025-26,1631223,valid_value,YES,eligible
2025-26,1642864,valid_value,YES,eligible
2025-26,1642400,valid_value,YES,eligible
2025-26,1642844,valid_value,YES,eligible
2025-26,1630696,valid_value,YES,eligible
2025-26,203552,valid_value,YES,eligible
2025-26,201569,valid_value,YES,eligible
2025-26,1629060,valid_value,YES,eligible
2025-26,1641757,valid_value,YES,eligible
2025-26,1641740,valid_value,YES,eligible
2025-26,1631216,valid_value,YES,eligible
2025-26,1626157,valid_value,YES,eligible
2025-26,201959,valid_value,YES,eligible
2025-26,1630183,valid_value,YES,eligible
2025-26,1641871,valid_value,YES,eligible
2025-26,204456,valid_value,YES,eligible
2025-26,1631221,valid_value,YES,eligible
2025-26,1628380,valid_value,YES,eligible
2025-26,1643052,valid_value,YES,eligible
2025-26,1641718,valid_value,YES,eligible
2025-26,1630643,valid_value,YES,eligible
2025-26,1641709,valid_value,YES,eligible
2025-26,1642362,valid_value,YES,eligible
2025-26,1626192,valid_value,YES,eligible
2025-26,203084,valid_value,YES,eligible
2025-26,1630191,valid_value,YES,eligible
2025-26,1642285,valid_value,YES,eligible
2025-26,1642886,valid_value,YES,eligible
2025-26,203468,valid_value,YES,eligible
2025-26,1627746,valid_value,YES,eligible
2025-26,1628978,valid_value,YES,eligible
2025-26,1642949,valid_value,YES,eligible
2025-26,1642875,valid_value,YES,eligible
2025-26,1642281,valid_value,YES,eligible
2025-26,1642843,valid_value,YES,eligible
2025-26,1631095,valid_value,YES,eligible
2025-26,1641725,valid_value,YES,eligible
2025-26,1641869,valid_value,YES,eligible
2025-26,1643024,valid_value,YES,eligible
2025-26,1631199,valid_value,YES,eligible
2025-26,1631101,valid_value,YES,eligible
2025-26,1626162,valid_value,YES,eligible
2025-26,1630623,valid_value,YES,eligible
2025-26,1631217,valid_value,YES,eligible
2025-26,1642434,valid_value,YES,eligible
2025-26,1642939,valid_value,YES,eligible
2025-26,1642348,valid_value,YES,eligible
2025-26,1631108,valid_value,YES,eligible
2025-26,1628970,valid_value,YES,eligible
2025-26,1642389,valid_value,YES,eligible
2025-26,1641763,valid_value,YES,eligible
2025-26,1641707,valid_value,YES,eligible
2025-26,1643133,valid_value,YES,eligible
2025-26,1631210,valid_value,YES,eligible
2025-26,1631288,valid_value,YES,eligible
2025-26,1642377,valid_value,YES,eligible
2025-26,1641729,valid_value,YES,eligible
2025-26,201942,valid_value,YES,eligible
2025-26,1631157,valid_value,YES,eligible
2025-26,1630846,valid_value,YES,eligible
2025-26,1630173,valid_value,YES,eligible
2025-26,1642866,valid_value,YES,eligible
2025-26,1641801,valid_value,YES,eligible
2025-26,1629628,valid_value,YES,eligible
2025-26,1631106,valid_value,YES,eligible
2025-26,1629023,valid_value,YES,eligible
2025-26,1631123,valid_value,YES,eligible
2025-26,1630611,valid_value,YES,eligible
2025-26,203954,valid_value,YES,eligible
2025-26,1630168,valid_value,YES,eligible
2025-26,2544,valid_value,YES,eligible
2025-26,1630699,valid_value,YES,eligible
2025-26,1629675,valid_value,YES,eligible
2025-26,1641815,valid_value,YES,eligible
2025-26,1630595,valid_value,YES,eligible
2025-26,1642954,valid_value,YES,eligible
2025-26,1630631,valid_value,YES,eligible
2025-26,1642275,valid_value,YES,eligible
2025-26,1642907,valid_value,YES,eligible
2025-26,1641764,valid_value,YES,eligible
2025-26,1628418,valid_value,YES,eligible
2025-26,1641715,valid_value,YES,eligible
2025-26,1631128,valid_value,YES,eligible
2025-26,1641747,valid_value,YES,eligible
2025-26,1641710,valid_value,YES,eligible
2025-26,1631211,valid_value,YES,eligible
2025-26,1630828,valid_value,YES,eligible
2025-26,1628976,valid_value,YES,eligible
2025-26,1642884,valid_value,YES,eligible
2025-26,1631111,valid_value,YES,eligible
2025-26,1642402,valid_value,YES,eligible
2025-26,1628392,valid_value,YES,eligible
2025-26,203937,valid_value,YES,eligible
2025-26,1627752,valid_value,YES,eligible
2025-26,1630166,valid_value,YES,eligible
2025-26,1631207,valid_value,YES,eligible
2025-26,202696,valid_value,YES,eligible
2025-26,1642911,valid_value,YES,eligible
2025-26,1631124,valid_value,YES,eligible
2025-26,1641753,valid_value,YES,eligible
2025-26,1629684,valid_value,YES,eligible
2025-26,202691,valid_value,YES,eligible
2025-26,1643018,valid_value,YES,eligible
2025-26,1641813,valid_value,YES,eligible
2025-26,1630619,valid_value,YES,eligible
2025-26,1629622,valid_value,YES,eligible
2025-26,1642352,valid_value,YES,eligible
2025-26,1628420,valid_value,YES,eligible
2025-26,1642368,valid_value,YES,eligible
2025-26,1642261,valid_value,YES,eligible
2025-26,1631114,valid_value,YES,eligible
2025-26,1630658,valid_value,YES,eligible
2025-26,1641771,valid_value,YES,eligible
2025-26,1629001,valid_value,YES,eligible
2025-26,1642853,valid_value,YES,eligible
2025-26,1643047,valid_value,YES,eligible
2025-26,1641726,valid_value,YES,eligible
2025-26,1629026,valid_value,YES,eligible
2025-26,1630644,valid_value,YES,eligible
2025-26,1641794,valid_value,YES,eligible
2025-26,1628404,valid_value,YES,eligible
2025-26,1630567,valid_value,YES,eligible
2025-26,203991,valid_value,YES,eligible
2025-26,1629014,valid_value,YES,eligible
2025-26,1626220,valid_value,YES,eligible
2025-26,1626167,valid_value,YES,eligible
2025-26,1631243,valid_value,YES,eligible
2025-26,1631338,valid_value,YES,eligible
2025-26,1628368,valid_value,YES,eligible
2025-26,1630583,valid_value,YES,eligible
2025-26,1642449,valid_value,YES,eligible
2025-26,1642366,valid_value,YES,eligible
2025-26,1641807,valid_value,YES,eligible
2025-26,1628389,valid_value,YES,eligible
2025-26,201935,valid_value,YES,eligible
2025-26,1641774,valid_value,YES,eligible
2025-26,1629632,valid_value,YES,eligible
2025-26,1643007,valid_value,YES,eligible
2025-26,1631116,valid_value,YES,eligible
2025-26,203952,valid_value,YES,eligible
2025-26,1631205,valid_value,YES,eligible
2025-26,1631119,valid_value,YES,eligible
2025-26,203926,valid_value,YES,eligible
2025-26,1642845,valid_value,YES,eligible
2025-26,1628449,valid_value,YES,eligible
2025-26,1641772,valid_value,YES,eligible
2025-26,1628415,valid_value,YES,eligible
2025-26,1631115,valid_value,YES,eligible
2025-26,201599,valid_value,YES,eligible
2025-26,1630163,valid_value,YES,eligible
2025-26,1641767,valid_value,YES,eligible
2025-26,1641824,valid_value,YES,eligible
2025-26,1630534,valid_value,YES,eligible
2025-26,203944,valid_value,YES,eligible
2025-26,1642461,valid_value,YES,eligible
2025-26,1643060,valid_value,YES,eligible
2025-26,1626164,valid_value,YES,eligible
2025-26,1631250,valid_value,YES,eligible
2025-26,1629634,valid_value,YES,eligible
2025-26,1627742,valid_value,YES,eligible
2025-26,1642346,valid_value,YES,eligible
2025-26,204001,valid_value,YES,eligible
2025-26,1629645,valid_value,YES,eligible
2025-26,1641803,valid_value,YES,eligible
2025-26,203939,valid_value,YES,eligible
2025-26,1631218,valid_value,YES,eligible
2025-26,1642910,valid_value,YES,eligible
2025-26,1631466,valid_value,YES,eligible
2025-26,1630592,valid_value,YES,eligible
2025-26,1631133,valid_value,YES,eligible
2025-26,1642367,valid_value,YES,eligible
2025-26,1642490,valid_value,YES,eligible
2025-26,203486,valid_value,YES,eligible
2025-26,1630557,valid_value,YES,eligible
2025-26,1631230,valid_value,YES,eligible
2025-26,1641713,valid_value,YES,eligible
2025-26,1642885,valid_value,YES,eligible
2025-26,1642938,valid_value,YES,eligible
2025-26,1641842,valid_value,YES,eligible
2025-26,1630700,valid_value,YES,eligible
2025-26,1642859,valid_value,YES,eligible
2025-26,1630314,valid_value,YES,eligible
2025-26,1631127,valid_value,YES,eligible
2025-26,1631166,valid_value,YES,eligible
2025-26,1628975,valid_value,YES,eligible
2025-26,1642271,valid_value,YES,eligible
2025-26,1631260,valid_value,YES,eligible
2025-26,1626166,valid_value,YES,eligible
2025-26,1642359,valid_value,YES,eligible
2025-26,1629651,valid_value,YES,eligible
2025-26,1628401,valid_value,YES,eligible
2025-26,1642384,valid_value,YES,eligible
2025-26,1630591,valid_value,YES,eligible
2025-26,1642345,valid_value,YES,eligible
2025-26,1627759,valid_value,YES,eligible
2025-26,1641730,valid_value,YES,eligible
2025-26,1628989,valid_value,YES,eligible
2025-26,1630164,valid_value,YES,eligible
2025-26,203076,valid_value,YES,eligible
2025-26,1629027,valid_value,YES,eligible
2025-26,1642857,valid_value,YES,eligible
2025-26,1642382,valid_value,YES,eligible
2025-26,202685,valid_value,YES,eligible
2025-26,1627826,valid_value,YES,eligible
2025-26,1641796,valid_value,YES,eligible
2025-26,1629111,valid_value,YES,eligible
2025-26,1627741,valid_value,YES,eligible
2025-26,1642258,valid_value,YES,eligible
2025-26,1628998,valid_value,YES,eligible
2025-26,1631204,valid_value,YES,eligible
2025-26,1641755,valid_value,YES,eligible
2025-26,1631102,valid_value,YES,eligible
2025-26,1641711,valid_value,YES,eligible
2025-26,1641761,valid_value,YES,eligible
2025-26,1641733,valid_value,YES,eligible
2025-26,1642277,valid_value,YES,eligible
2025-26,1631093,valid_value,YES,eligible
2025-26,1630679,valid_value,YES,eligible
2025-26,204060,valid_value,YES,eligible
2025-26,1628997,valid_value,YES,eligible
2025-26,1643016,valid_value,YES,eligible
2025-26,1629021,valid_value,YES,eligible
2025-26,1628396,valid_value,YES,eligible
2025-26,1643141,valid_value,YES,eligible
2025-26,203967,valid_value,YES,eligible
2025-26,1627739,valid_value,YES,eligible
2025-26,203903,valid_value,YES,eligible
2025-26,1630209,valid_value,YES,eligible
2025-26,1629652,valid_value,YES,eligible
2025-26,1642863,valid_value,YES,eligible
2025-26,1629006,valid_value,YES,eligible
2025-26,1629656,valid_value,YES,eligible
2025-26,1631222,valid_value,YES,eligible
2025-26,1642935,valid_value,YES,eligible
2025-26,1626204,valid_value,YES,eligible
2025-26,1630552,valid_value,YES,eligible
2025-26,202066,valid_value,YES,eligible
2025-26,1630228,valid_value,YES,eligible
2025-26,203914,valid_value,YES,eligible
2025-26,1642443,valid_value,YES,eligible
2025-26,1630702,valid_value,YES,eligible
2025-26,1642883,valid_value,YES,eligible
2025-26,1642269,valid_value,YES,eligible
2025-26,1642860,valid_value,YES,eligible
2025-26,201572,valid_value,YES,eligible
2025-26,1628369,valid_value,YES,eligible
2025-26,1631457,valid_value,YES,eligible
2025-26,1630703,valid_value,YES,eligible
2025-26,203935,valid_value,YES,eligible
2025-26,1642951,valid_value,YES,eligible
2025-26,1628370,valid_value,YES,eligible
2025-26,203484,valid_value,YES,eligible
2025-26,1628964,valid_value,YES,eligible
2025-26,1631110,valid_value,YES,eligible
2025-26,1642950,valid_value,YES,eligible
2025-26,1641778,valid_value,YES,eligible
2025-26,1642380,valid_value,YES,eligible
2025-26,1629636,valid_value,YES,eligible
2025-26,1642272,valid_value,YES,eligible
2025-26,1630536,valid_value,YES,eligible
2025-26,201143,valid_value,YES,eligible
2025-26,1626172,valid_value,YES,eligible
2025-26,1641731,valid_value,YES,eligible
2025-26,1631212,valid_value,YES,eligible
2025-26,1642259,valid_value,YES,eligible
2025-26,1642530,valid_value,YES,eligible
2025-26,1642874,valid_value,YES,eligible
2025-26,1641809,valid_value,YES,eligible
2025-26,1630171,valid_value,YES,eligible
2025-26,1642959,valid_value,YES,eligible
2025-26,1628467,valid_value,YES,eligible
2025-26,1641727,valid_value,YES,eligible
2025-26,1641890,valid_value,YES,eligible
2025-26,1630174,valid_value,YES,eligible
2025-26,203083,valid_value,YES,eligible
2025-26,1631200,valid_value,YES,eligible
2025-26,1642882,valid_value,YES,eligible
2025-26,1630578,valid_value,YES,eligible
2025-26,1642876,valid_value,YES,eligible
2025-26,1627749,valid_value,YES,eligible
2025-26,1631094,valid_value,YES,eligible
2025-26,1642450,valid_value,YES,eligible
2025-26,1641989,valid_value,YES,eligible
2025-26,1630545,valid_value,YES,eligible
2025-26,1630256,valid_value,YES,eligible
2025-26,1629234,valid_value,YES,eligible
2025-26,1642877,valid_value,YES,eligible
2025-26,1642282,valid_value,YES,eligible
2025-26,1642873,valid_value,YES,eligible
2025-26,1630558,valid_value,YES,eligible
2025-26,1630526,valid_value,YES,eligible
2025-26,1630224,valid_value,YES,eligible
2025-26,1642403,valid_value,YES,eligible
2025-26,1628971,valid_value,YES,eligible
2025-26,1630286,valid_value,YES,eligible
2025-26,1642918,valid_value,YES,eligible
2025-26,203500,valid_value,YES,eligible
2025-26,1642869,valid_value,YES,eligible
2025-26,1642878,valid_value,YES,eligible
2025-26,1628398,valid_value,YES,eligible
2025-26,1631120,valid_value,YES,eligible
2025-26,203994,valid_value,YES,eligible
2025-26,1641737,valid_value,YES,eligible
2025-26,1642274,valid_value,YES,eligible
2025-26,203992,valid_value,YES,eligible
2025-26,1631097,valid_value,YES,eligible
2025-26,1630579,valid_value,YES,eligible
2025-26,201587,valid_value,YES,eligible
2025-26,1630548,valid_value,YES,eligible
2025-26,1642917,valid_value,YES,eligible
2025-26,1641752,valid_value,YES,eligible
2025-26,1641738,valid_value,YES,eligible
2025-26,1631174,valid_value,YES,eligible
2025-26,1630598,valid_value,YES,eligible
2025-26,1630811,valid_value,YES,eligible
2025-26,1629611,valid_value,YES,eligible
2025-26,1631113,valid_value,YES,eligible
2025-26,1630570,valid_value,YES,eligible
2025-26,1630587,valid_value,YES,eligible
2025-26,1629018,valid_value,YES,eligible
2025-26,1641724,valid_value,YES,eligible
2025-26,1642278,valid_value,YES,eligible
2025-26,1631170,valid_value,YES,eligible
2025-26,1628371,valid_value,YES,eligible
2025-26,1627734,valid_value,YES,eligible
2025-26,1642353,valid_value,YES,eligible
2025-26,1631247,valid_value,YES,eligible
2025-26,1629631,valid_value,YES,eligible
2025-26,1642856,valid_value,YES,eligible
2025-26,1630529,valid_value,YES,eligible
2025-26,1642920,valid_value,YES,eligible
2025-26,1642502,valid_value,YES,eligible
2025-26,1642273,valid_value,YES,eligible
2025-26,1642264,valid_value,YES,eligible
2025-26,1631351,valid_value,YES,eligible
2025-26,1627824,valid_value,YES,eligible
2025-26,1642484,valid_value,YES,eligible
2025-26,1630625,valid_value,YES,eligible
2025-26,1642347,valid_value,YES,eligible
2025-26,1641816,valid_value,YES,eligible
2025-26,1642933,valid_value,YES,eligible
2025-26,1642964,valid_value,YES,eligible
2025-26,1641998,valid_value,YES,eligible
2025-26,1631321,valid_value,YES,eligible
2025-26,1642847,valid_value,YES,eligible
2025-26,1629020,valid_value,YES,eligible
2025-26,1631126,valid_value,YES,eligible
2025-26,1630192,valid_value,YES,eligible
2025-26,1630574,valid_value,YES,eligible
2025-26,201567,valid_value,YES,eligible
2025-26,1629614,valid_value,YES,eligible
2025-26,1641854,valid_value,YES,eligible
2025-26,203482,valid_value,YES,eligible
2025-26,1642404,valid_value,YES,eligible
2025-26,1641748,valid_value,YES,eligible
2025-26,1629618,valid_value,YES,eligible
2025-26,1631099,valid_value,YES,eligible
2025-26,1631451,valid_value,YES,eligible
2025-26,1641716,valid_value,YES,eligible
2025-26,1627827,valid_value,YES,eligible
2025-26,1630214,valid_value,YES,eligible
2025-26,1641780,valid_value,YES,eligible
2025-26,1630165,valid_value,YES,eligible
2025-26,1641790,valid_value,YES,eligible
2025-26,1642358,valid_value,YES,eligible
2025-26,1631213,valid_value,YES,eligible
2025-26,1631132,valid_value,YES,eligible
2025-26,1642846,valid_value,YES,eligible
2025-26,1629216,valid_value,YES,eligible
2025-26,1626145,valid_value,YES,eligible
2025-26,1630621,valid_value,YES,eligible
2025-26,1628502,valid_value,YES,eligible
2025-26,1629162,valid_value,YES,eligible
2025-26,1643158,valid_value,YES,eligible
2025-26,1628365,valid_value,YES,eligible
2025-26,1629673,valid_value,YES,eligible
2025-26,1631104,valid_value,YES,eligible
2025-26,1642363,valid_value,YES,eligible
2025-26,1642868,valid_value,YES,eligible
2025-26,201145,valid_value,YES,eligible
2025-26,201144,valid_value,YES,eligible
2025-26,1643253,valid_value,YES,eligible
2025-26,1641712,valid_value,YES,eligible
2025-26,1627747,valid_value,YES,eligible
2025-26,1642848,valid_value,YES,eligible
2025-26,1631246,valid_value,YES,eligible
2025-26,1642355,valid_value,YES,eligible
2025-26,1630322,valid_value,YES,eligible
2025-26,1630172,valid_value,YES,eligible
2025-26,1642962,valid_value,YES,eligible
2025-26,1630590,valid_value,YES,eligible
2025-26,1630311,valid_value,YES,eligible
2025-26,1630581,valid_value,YES,eligible
2025-26,1642354,valid_value,YES,eligible
2025-26,1642260,valid_value,YES,eligible
2025-26,1630560,valid_value,YES,eligible
2025-26,203078,valid_value,YES,eligible
2025-26,1642880,valid_value,YES,eligible
2025-26,203114,valid_value,YES,eligible
2025-26,1642852,valid_value,YES,eligible
2025-26,1641722,valid_value,YES,eligible
2025-26,1630208,valid_value,YES,eligible
2025-26,203471,valid_value,YES,eligible
2025-26,202687,valid_value,YES,eligible
2025-26,1642262,valid_value,YES,eligible
2025-26,1642268,valid_value,YES,eligible
2025-26,1629630,valid_value,YES,eligible
2025-26,1630175,valid_value,YES,eligible
2025-26,200768,valid_value,YES,eligible
2025-26,101108,valid_value,YES,eligible
2025-26,1628366,valid_value,YES,eligible
2025-26,1642383,valid_value,YES,eligible
2025-26,1641723,valid_value,YES,eligible
2025-26,1642879,valid_value,YES,eligible
2025-26,1642942,valid_value,YES,eligible
2025-26,1642267,valid_value,YES,eligible
2025-26,1642905,valid_value,YES,eligible
2025-26,1630544,valid_value,YES,eligible
2025-26,1630610,valid_value,YES,eligible
2025-26,1642948,valid_value,YES,eligible
2025-26,1626156,valid_value,YES,eligible
2025-26,1631172,valid_value,YES,eligible
2025-26,1642265,valid_value,YES,eligible
2025-26,201566,valid_value,YES,eligible
2025-26,203110,valid_value,YES,eligible
2025-26,1631107,valid_value,YES,eligible
2025-26,1642849,valid_value,YES,eligible
