season,playerId,N_research,rawAbilityRateExact,validatedDRBL100,r1Points_product,r1Points_research,r1PointsResidual,r1WinEq_product,r1WinEq_research,r1WinEqResidual,r1PointValueVersion,r1WinEquivalentVersion,mismatch,status
2024-25,1628983,10880,2.764427604441204,2.410013809000024,300.769723363203,300.769723363203,0,8.022523527961127,8.022523527961127,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,203999,10737,2.6741571400588784,2.3273425640603205,287.1242521281218,287.1242521281218,0,7.658553668197811,7.658553668197811,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1626181,8057,2.118858313519133,1.767799671950259,170.71641432023654,170.71641432023654,0,4.553571533659279,4.553571533659279,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,202710,6970,1.886175590829125,1.53403078974084,131.46643868079,131.46643868079,0,3.506644836655558,3.506644836655558,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1630539,1881,2.8355336496129135,1.5322145345940505,53.3363879492189,53.3363879492189,0,1.4226579139495277,1.4226579139495277,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1630174,4464,1.9776873078323867,1.4558700762143428,88.28396142163774,88.28396142163774,0,2.354825311959414,2.354825311959414,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1629627,3647,2.0875642100313554,1.4509904086114642,76.13346673984353,76.13346673984353,0,2.030731422551042,2.030731422551042,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1629660,5795,1.8019209099915334,1.412052964624873,104.42131673400937,104.42131673400937,0,2.785261963710541,2.785261963710541,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1630202,9025,1.6565274489064752,1.4070739036593825,149.5016022638094,149.5016022638094,0,3.9877023133108107,3.9877023133108107,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1631106,5836,1.7841783388045411,1.4002776741881795,104.12464785263303,104.12464785263303,0,2.777348823204768,2.777348823204768,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1628449,3459,2.0390629956480835,1.3941725443658275,70.5311890194672,70.5311890194672,0,1.8813001423034035,1.8813001423034035,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,203507,9335,1.5067959960828843,1.2863228736564907,140.65940623433724,140.65940623433724,0,3.751851693467592,3.751851693467592,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1629006,2524,2.081044795375602,1.2736559319903054,52.525570635280204,52.525570635280204,0,1.401030733842385,1.401030733842385,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1631165,8023,1.5258340448706584,1.2721361885064213,122.41766541997293,122.41766541997293,0,3.265284118653941,3.265284118653941,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1629631,7330,1.5348458426453646,1.259845467703306,112.50420026590521,112.50420026590521,0,3.000859207287144,3.000859207287144,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1631128,11046,1.4142799503674468,1.235342110687871,156.22136331758819,156.22136331758819,0,4.166940570916672,4.166940570916672,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1630572,2680,1.9219932100287807,1.2034910754385821,51.50941802877132,51.50941802877132,0,1.3739265821925455,1.3739265821925455,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1628386,9655,1.4013769802163412,1.202158573433032,135.30294743988773,135.30294743988773,0,3.6089772171921557,3.6089772171921557,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1628991,9713,1.3944301382781172,1.1972155867670249,135.44099933095353,135.44099933095353,0,3.6126595178299015,3.6126595178299015,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1631133,3140,1.804873822322252,1.1956337135214918,56.67303802091871,56.67303802091871,0,1.5116574096616011,1.5116574096616011,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1629655,5145,1.559646338152323,1.189678340962743,80.24380409793702,80.24380409793702,0,2.140367717702141,2.140367717702141,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,203497,9585,1.3637284326415975,1.1686488177800367,130.71337026869713,130.71337026869713,0,3.4865580108054584,3.4865580108054584,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1627826,10739,1.2933834692219082,1.1256702387530653,138.89645075974073,138.89645075974073,0,3.704827838753934,3.704827838753934,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1630532,8188,1.3265628842055939,1.1097156616137518,108.61896895875402,108.61896895875402,0,2.8972272352101136,2.8972272352101136,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1641740,2157,1.9021962819658578,1.0921047059356814,41.03037380200355,41.03037380200355,0,1.0944158059091547,1.0944158059091547,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1627936,4268,1.4981933507734757,1.0896880063226304,63.942892211011944,63.942892211011944,0,1.7055684710301042,1.7055684710301042,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1627783,10334,1.2412276548206003,1.0748153665925995,128.26846584916083,128.26846584916083,0,3.421344321707968,3.421344321707968,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
2024-25,1628436,5296,1.3801808004150562,1.059953236513651,73.09437518998138,73.09437518998138,0,1.9496687969989521,1.9496687969989521,0,drbl-r1-points-v1,drbl-r1-wineq-v1,NO,COMPARED
