anonId,supportStatus,exposurePossessions,meanSupportDistance,errorA,errorB,absErrorDiff_A_minus_B,residualA,residualB,A_wins
259e4125c66e,WEAK_SUPPORT,2531,0.15592779144856198,0.4651731563076904,0.0879907466771862,0.3771824096305042,0.4651731563076904,0.0879907466771862,false
2fca4a76d6d0,WEAK_SUPPORT,2916,0.17447483787741197,0.819305006883293,0.4634220106531569,0.3558829962301361,0.819305006883293,0.4634220106531569,false
7b27a7cb10fa,WEAK_SUPPORT,2555,0.17275981676651264,0.8468595828550474,0.508386295707742,0.3384732871473054,0.8468595828550474,-0.508386295707742,false
6f944cea3b17,WEAK_SUPPORT,2564,0.24931855817886803,2.0674362577493706,2.3602940886031463,-0.2928578308537757,-2.0674362577493706,-2.3602940886031463,true
73c95b152501,WEAK_SUPPORT,1741,0.25186965644826703,2.450481641007648,2.17560417228296,0.274877468724688,2.450481641007648,2.17560417228296,false
40251f29333a,WEAK_SUPPORT,2951,0.1861342695899692,0.5648205335132119,0.3169518089035004,0.24786872460971154,0.5648205335132119,-0.3169518089035004,false
bc2ac6449ab4,WEAK_SUPPORT,3147,0.1874687624203572,0.3352127258014511,0.5673785348862813,-0.2321658090848302,0.3352127258014511,-0.5673785348862813,true
6510a0355d61,WEAK_SUPPORT,3154,0.19298544055531455,1.9491353293412772,2.1798706326203376,-0.23073530327906044,1.9491353293412772,-2.1798706326203376,true
8f98094c75cd,WEAK_SUPPORT,2698,0.16495812122947304,0.6445943612960517,0.869788917461405,-0.22519455616535322,0.6445943612960517,-0.869788917461405,true
fd7456672164,WEAK_SUPPORT,1931,0.21596014077358827,2.493803170544713,2.677719414067629,-0.18391624352291602,-2.493803170544713,2.677719414067629,true
9d6643fbc31e,WEAK_SUPPORT,2875,0.1579061842272277,1.833446641121907,1.667693662685573,0.16575297843633408,1.833446641121907,1.667693662685573,false
3960e72eb3a0,WEAK_SUPPORT,1288,0.18439808713327271,1.4649846346172288,1.62379026081968,-0.1588056262024511,1.4649846346172288,-1.62379026081968,true
bcd77b858a0b,WEAK_SUPPORT,2846,0.24992467485269068,0.7057979972277197,0.5634936308522562,0.1423043663754635,-0.7057979972277197,0.5634936308522562,false
64df11d26917,WEAK_SUPPORT,3228,0.2698331734267505,0.1689561265091546,0.05806465740362521,0.11089146910552938,-0.1689561265091546,-0.05806465740362521,false
