season,gameId,period,startAction,endAction,offenseCount,defenseCount,missingOffense,missingDefense,class,fabricatedPlayers
2024-25,0022400010,2,323,323,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400010,4,596,597,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400010,4,599,599,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400010,4,601,601,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400010,4,604,607,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,246,252,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,255,257,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,258,259,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,260,260,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,263,269,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,270,271,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,272,274,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,275,275,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,276,276,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,277,278,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,281,288,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,289,290,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,294,294,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,295,295,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,296,297,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,298,298,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,300,300,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,302,302,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,304,304,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,305,305,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400011,2,306,307,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400011,2,308,308,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,137,138,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,139,139,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,141,144,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,147,147,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,148,149,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,153,156,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,157,164,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,168,169,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,170,174,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,175,176,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,179,182,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,183,183,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,186,186,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,188,189,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,190,191,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,192,193,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,194,194,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,196,196,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,197,198,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,199,200,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,201,202,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,208,209,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,210,211,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,221,221,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,222,222,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,224,224,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,226,226,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,228,228,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400014,2,230,230,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400014,2,232,232,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400015,2,264,265,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400015,2,266,266,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400015,2,268,268,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400015,2,269,270,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400015,2,271,272,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400015,2,273,273,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,449,450,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,451,451,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,452,452,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,454,455,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,456,456,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,458,458,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,460,460,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,461,461,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,463,463,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,464,464,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,466,466,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,3,467,468,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,3,471,472,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,4,483,484,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,4,485,486,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,4,487,487,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,4,489,489,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400016,4,490,491,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400016,4,492,507,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,564,565,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,567,568,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,569,570,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,573,574,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,575,575,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,577,580,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,581,581,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,586,587,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,588,588,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,591,592,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,593,600,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,603,610,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,3,612,612,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,3,614,616,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,626,626,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,630,630,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,632,635,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,638,640,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,644,646,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,648,649,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,650,652,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,654,658,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,662,663,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,664,664,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,665,666,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,667,667,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,669,669,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,673,673,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,676,677,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,678,678,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,701,701,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,686,686,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,688,695,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,696,700,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,702,703,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,738,712,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,714,714,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,718,727,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,730,730,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,733,735,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,736,736,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,743,743,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,744,744,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,746,746,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,748,749,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,750,753,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,755,756,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,766,766,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,768,768,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,770,773,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,775,775,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,778,779,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,780,780,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,782,783,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,786,792,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,795,795,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,796,802,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,804,805,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,806,806,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,808,812,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,816,817,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,819,821,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,822,824,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,825,826,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,827,828,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,831,832,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,834,838,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,842,842,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,843,843,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,846,849,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400019,4,849,849,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400019,4,851,851,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400026,1,78,80,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400026,1,81,81,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400026,1,83,83,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400026,1,85,87,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400035,4,690,690,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400035,4,691,696,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400047,3,388,388,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400047,3,392,393,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400047,3,394,395,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,629,629,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,630,630,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,632,632,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,644,644,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,645,645,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,647,648,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,649,649,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,650,650,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,651,653,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,655,655,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,657,661,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,663,664,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,665,666,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,667,668,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,669,669,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,670,670,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,671,671,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,672,672,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,674,675,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,676,683,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,685,685,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,687,688,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400051,4,689,691,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400051,4,692,694,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,502,502,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,504,505,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,508,509,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,510,512,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,513,513,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,515,516,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,517,518,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,519,520,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,522,523,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,524,531,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,532,532,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,537,538,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,539,539,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,541,542,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400057,4,543,544,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400057,4,545,546,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,107,107,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,109,109,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,111,111,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,113,113,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,115,115,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,117,117,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,119,127,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,129,129,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,131,132,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,133,135,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,136,136,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,140,149,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,150,150,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,151,151,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,153,154,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,157,158,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400065,1,159,159,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400065,1,161,166,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,559,564,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,569,570,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,571,571,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,573,582,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,583,583,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,585,587,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,590,590,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,592,601,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,602,602,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,604,605,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,606,606,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,607,608,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,609,609,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,611,611,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,613,613,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400074,4,619,619,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400074,4,620,621,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,289,294,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,295,296,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,297,297,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,301,301,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,304,305,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,306,306,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,317,324,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,319,319,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,321,321,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,325,326,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,327,328,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,332,335,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,2,336,337,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,2,338,340,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,348,348,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,349,349,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,350,350,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,352,352,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,354,354,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,356,356,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,357,357,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,359,359,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,361,361,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,362,362,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,365,366,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,369,370,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,371,375,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,376,376,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,381,381,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,382,383,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,384,391,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,392,392,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,394,394,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,396,397,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,398,399,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,400,400,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,401,402,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,405,406,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,407,407,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,408,409,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,410,411,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,417,418,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,419,419,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,428,428,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,429,429,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,430,430,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,432,433,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,436,436,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,442,446,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,447,448,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400076,3,449,449,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400076,3,453,460,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400079,1,98,98,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400079,1,100,101,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400079,1,102,102,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400079,1,106,106,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,618,618,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,619,619,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,621,621,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,622,623,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,624,624,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,625,625,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,627,628,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,631,631,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,634,635,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,636,637,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400080,4,638,639,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400080,4,640,640,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400088,2,198,198,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400088,2,200,200,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400088,2,201,201,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400088,2,203,203,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400088,2,205,211,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400103,3,486,486,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400103,3,487,488,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400103,3,490,491,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400106,2,171,173,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400106,2,174,174,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400106,2,175,175,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400106,2,177,177,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400106,2,178,180,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400111,2,161,162,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400111,2,163,164,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400111,2,165,166,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400111,2,167,169,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400111,2,171,171,5,4,0,1,DEFENSE_INCOMPLETE,NO
