season,playerId,player,teamId,drblP,drblLn,drblB,rawAbilityRate,fusedRateRaw,fusionDelta,posteriorAbilityRate,drbl100,possessions
2024-25,201144,Mike Conley,1610612750,0.3,-0.08,0.13,0.3099,-0.12,-0.4299,-0.1167,-0.1167,7101
2024-25,1630639,A.J. Lawson,1610612761,-0.08,0.51,-0.16,-0.0873,0.23,0.3173,0.2098,0.2098,2076
2024-25,203926,Doug McDermott,1610612758,1.33,1.03,0.08,1.5189,0.49,-1.0289,0.4282,0.4282,1386
2024-25,1642366,Quinten Post,1610612744,0.63,-3.16,0.01,0.6729,0.09,-0.5829000000000001,0.0838,0.0838,2699
2024-25,1641727,Dariq Whitehead,1610612751,0.83,0.8,-0.03,0.9903,0.73,-0.2603,0.6117,0.6117,1034
2024-25,203944,Julius Randle,1610612750,-0.53,0.64,-0.37,-0.5376,-0.16,0.37759999999999994,-0.1565,-0.1565,8998
2024-25,1642261,Dalton Knecht,1610612747,0.24,-1.15,-0.06,0.2525,-0.11,-0.3625,-0.1064,-0.1064,5956
2024-25,1631107,Nikola Jović,1610612748,0.34,-0.53,-0.11,0.3565,-0.0719,-0.4284,-0.0689,-0.0689,4572
2024-25,1628380,Zach Collins,1610612759,0.03,1.79,-0.06,0.0361,-0.05,-0.08610000000000001,-0.0476,-0.0476,4039
2024-25,1631157,Ryan Rollins,1610612749,0.35,0.77,0.1,0.3751,-0.02,-0.3951,-0.0189,-0.0189,3402
2024-25,1629626,Bol Bol,1610612756,0.56,-0.49,0.03,0.6217,0.17,-0.4517,0.1538,0.1538,1903
2024-25,1642382,Branden Carlson,1610612760,-0.44,-1.02,0.05,-0.5201,0.6,1.1200999999999999,0.5021,0.5021,1026
2024-25,1642349,Ajay Mitchell,1610612760,0.2,-0.15,0.01,0.2203,0.08,-0.14029999999999998,0.0737,0.0737,2348
2024-25,1626167,Myles Turner,1610612754,0.43,-0.08,-0.08,0.4392,-0.17,-0.6092,-0.1662,-0.1662,8645
2024-25,1630560,Cam Thomas,1610612751,-0.25,-1.22,-0.34,-0.2678,-0.01,0.2578,-0.0094,-0.0094,3125
2024-25,1628975,Jevon Carter,1610612741,0.08,2.8,0.16,0.0923,0.35,0.2577,0.3053,0.3053,1366
2024-25,1641989,Elijah Harkless,1610612762,0.21,3.33,0,0.285,1.3311,1.0461,0.9924,0.9924,586
2024-25,1628420,Monté Morris,1610612756,0.7,0.32,-0.06,0.76,0.06,-0.7,0.0553,0.0553,2343
2024-25,1630249,Vít Krejčí,1610612737,0.68,0.39,0.08,0.7054,-0.11,-0.8154,-0.1056,-0.1056,4749
2024-25,1628963,Marvin Bagley III,1610612764,0.4,0.31,-0.18,0.4739,0.41,-0.06390000000000001,0.3501,0.3501,1170
2024-25,1631466,Nate Williams,1610612745,-1.4,-0.05,0.02,-1.8368,1.06,2.8968,0.8076,0.8076,640
2024-25,1630169,Tyrese Haliburton,1610612754,0.82,-0.1,0.44,0.8411,-0.19,-1.0311,-0.1862,-0.1862,9847
2024-25,1641767,Ben Sheppard,1610612754,-0.23,-1.5,0.07,-0.2392,-0.13,0.10919999999999999,-0.125,-0.125,5035
2024-25,1631116,Patrick Baldwin Jr.,1610612764,3.19,2.46,0,4.6818,1.79,-2.8918,1.2208,1.2208,429
2024-25,1642258,Zaccharie Risacher,1610612737,-0.31,-1.45,-0.03,-0.3183,-0.18,0.13830000000000003,-0.1755,-0.1755,7854
2024-25,1631243,Mouhamed Gueye,1610612737,0.11,0.2,0.1,0.1148,0.02,-0.0948,0.0184,0.0184,2242
2024-25,1641763,Julian Phillips,1610612741,0.22,-0.98,-0.33,0.2278,-0.13,-0.3578,-0.1247,-0.1247,4675
2024-25,1629001,De'Anthony Melton,1610612744,1.07,1.94,0.15,1.4776,1.2134,-0.2642,0.8796,0.8796,527
2024-25,1631111,Wendell Moore Jr.,1610612765,0.26,0.75,-0.03,0.2893,0.04,-0.2493,0.0364,0.0364,2039
2024-25,1630205,Lamar Stevens,1610612763,0.03,2.35,-0.08,0.0385,0.8718,0.8333,0.6642,0.6642,640
2024-25,1627739,Kris Dunn,1610612746,0.24,0.81,0.39,0.2486,-0.18,-0.4286,-0.1752,-0.1752,7311
2024-25,1630692,Jordan Goodwin,1610612747,-0.2,-0.29,0.07,-0.2155,0,0.2155,0,0,2216
2024-25,201587,Nicolas Batum,1610612746,0.63,2.04,0.1,0.6541,-0.16,-0.8141,-0.1544,-0.1544,5508
2024-25,1630545,Terrence Shannon Jr.,1610612750,0.46,1.33,-0.19,0.5266,0.15,-0.37659999999999993,0.1316,0.1316,1428
2024-25,1641724,Jett Howard,1610612753,-1.13,-0.93,-0.04,-1.2025,-0.07,1.1324999999999998,-0.0655,-0.0655,2912
2024-25,1630611,Gui Santos,1610612744,-0.37,3.41,-0.23,-0.3973,-0.08,0.31729999999999997,-0.0751,-0.0751,3041
2024-25,1629659,Talen Horton-Tucker,1610612741,0.23,-0.09,-0.28,0.2447,-0.09,-0.3347,-0.0846,-0.0846,3122
2024-25,1627759,Jaylen Brown,1610612738,-0.2,0.6,-0.42,-0.2029,-0.2,0.002899999999999986,-0.1956,-0.1956,8799
2024-25,1629643,Chuma Okeke,1610612755,0.38,0.79,0.01,0.4757,0.4598,-0.015900000000000025,0.3701,0.3701,826
2024-25,1631098,Johnny Davis,1610612764,0.38,0.38,0,0.4509,0.3037,-0.1472,0.2527,0.2527,991
2024-25,1630193,Immanuel Quickley,1610612761,1.01,0.21,0.28,1.0585,-0.13,-1.1885,-0.1235,-0.1235,3787
2024-25,1627763,Malcolm Brogdon,1610612764,0.09,-0.15,-0.2,0.0997,-0.0555,-0.1552,-0.0512,-0.0512,2359
2024-25,1631342,Daeqwon Plowden,1610612737,2.6,0.49,-0.07,4.3848,2.23,-2.1548000000000003,1.3216,1.3216,291
2024-25,1628396,Tony Bradley,1610612754,1.74,0.42,0.19,2.4509,0.94,-1.5109,0.666,0.666,486
2024-25,1641720,Jalen Hood-Schifino,1610612747,-2.11,1.06,-0.16,-2.452,0.1,2.552,0.0862,0.0862,1247
2024-25,1630208,Nick Richards,1610612766,-0.74,-1.22,-0.58,-0.7643,-0.18,0.5843,-0.1733,-0.1733,5185
2024-25,202687,Bismack Biyombo,1610612759,-1.13,-1.44,-0.08,-1.2326,-0.08,1.1525999999999998,-0.0733,-0.0733,2171
2024-25,1641890,Tyler Smith,1610612749,1.22,0.31,-0.09,1.7241,0.74,-0.9841,0.5252,0.5252,489
2024-25,1641871,Duop Reath,1610612757,-0.09,-1.42,-0.05,-0.0962,-0.07,0.026199999999999987,-0.0635,-0.0635,1949
2024-25,1642348,Justin Edwards,1610612755,-0.5,-2.22,-0.04,-0.5224,-0.19,0.3324,-0.1821,-0.1821,4636
2024-25,1631321,Sidy Cissoko,1610612759,0.32,0.05,-0.19,0.4605,0.73,0.26949999999999996,0.5019,0.5019,440
2024-25,1629013,Landry Shamet,1610612752,0.72,2.01,0,0.7701,-0.16,-0.9301,-0.1503,-0.1503,3088
2024-25,1630230,Naji Marshall,1610612742,-0.17,-0.34,0,-0.1715,-0.22,-0.04849999999999999,-0.2146,-0.2146,7960
2024-25,1629646,Charles Bassey,1610612759,-0.21,-2.16,-0.02,-0.2323,-0.06,0.1723,-0.0532,-0.0532,1568
2024-25,1630537,Chris Duarte,1610612741,1.57,1.41,-0.19,2.5488,1.1938,-1.355,0.7337,0.7337,319
2024-25,1630283,Kylor Kelley,1610612742,-0.34,-0.73,-0.37,-0.4706,0.49,0.9606,0.3524,0.3524,512
2024-25,203914,Gary Harris,1610612753,0.26,0.54,-0.03,0.2762,-0.16,-0.43620000000000003,-0.1495,-0.1495,2862
2024-25,1630538,Bones Hyland,1610612746,0.45,-0.41,0.12,0.5421,0.04,-0.5021,0.0332,0.0332,968
2024-25,1641809,Drew Peterson,1610612738,-0.03,1.87,-0.27,-0.0332,0.14,0.17320000000000002,0.1094,0.1094,714
2024-25,202685,Jonas Valančiūnas,1610612764,-0.15,-1.38,-0.1,-0.1591,-0.22,-0.06090000000000001,-0.213,-0.213,6064
2024-25,1642484,RayJ Dennis,1610612754,2.25,-0.19,0.6,3.8834,1.1246,-2.7588,0.6511,0.6511,275
2024-25,1629162,Jordan McLaughlin,1610612758,1.21,2.57,-0.14,1.4037,-0.07,-1.4737,-0.0604,-0.0604,1256
2024-25,1628365,Markelle Fultz,1610612758,-1.27,-0.06,0.25,-1.6048,0.07,1.6748,0.0555,0.0555,766
2024-25,1631303,Justin Minaya,1610612757,-0.6,-0.67,0,-0.8946,0.41,1.3046,0.2749,0.2749,407
2024-25,1631132,Christian Koloko,1610612747,0,0.33,-0.2,0.0045,-0.12,-0.1245,-0.1053,-0.1053,1428
2024-25,1641738,Kobe Brown,1610612746,-1.09,-0.17,0.02,-1.2887,-0.07,1.2187,-0.0589,-0.0589,1066
2024-25,1628981,Bruno Fernando,1610612761,-0.22,0.43,0.11,-0.2924,0.0855,0.3779,0.0652,0.0652,640
2024-25,1630314,Brandon Williams,1610612742,1.38,1.99,-0.08,1.5199,-0.17,-1.6899,-0.1548,-0.1548,2040
2024-25,1629650,Moses Brown,1610612754,1.9,-0.17,-0.07,2.6282,0.18,-2.4482,0.1298,0.1298,517
2024-25,1631197,Jared Rhoden,1610612766,1.54,0.77,-0.11,1.8573,-0.06,-1.9173,-0.0496,-0.0496,955
2024-25,1629003,Shake Milton,1610612751,-0.25,-0.27,-0.18,-0.2598,-0.21,0.04979999999999998,-0.1984,-0.1984,3407
2024-25,1630578,Alperen Sengun,1610612745,-0.32,3.46,-0.13,-0.3228,-0.24,0.08279999999999998,-0.2351,-0.2351,9596
2024-25,1642403,Isaac Jones,1610612758,0.68,-3.04,-0.37,0.788,-0.12,-0.908,-0.1032,-0.1032,1229
2024-25,1630604,E.J. Liddell,1610612741,0.31,0.71,-0.2,0.5895,1.09,0.5005000000000001,0.5722,0.5722,221
2024-25,1628971,Bruce Brown,1610612761,-0.56,-2.45,0.04,-0.5941,-0.22,0.3741,-0.209,-0.209,3799
2024-25,1630543,Isaiah Jackson,1610612754,0.3,0.61,-0.02,0.4634,0.3507,-0.11269999999999997,0.2261,0.2261,363
2024-25,1631301,Jaylen Sims,1610612766,0.56,0,-0.43,0.7992,0.1588,-0.6404000000000001,0.1108,0.1108,462
2024-25,1629111,Jock Landale,1610612745,-0.02,-1.29,-0.26,-0.0252,-0.2,-0.1748,-0.183,-0.183,2153
2024-25,1626153,Delon Wright,1610612749,-0.52,0.22,0.11,-0.5615,-0.21,0.35150000000000003,-0.1948,-0.1948,2571
2024-25,1641878,Damion Baugh,1610612766,-1.69,-3.02,0.24,-1.9103,-0.19,1.7203000000000002,-0.168,-0.168,1530
2024-25,1642270,Donovan Clingan,1610612757,-0.02,0.57,-0.11,-0.0211,-0.24,-0.21889999999999998,-0.2315,-0.2315,5452
2024-25,1642368,N'Faly Dante,1610612745,0.79,0.8,-0.17,1.5126,0.6294,-0.8832,0.3283,0.3283,218
2024-25,1630256,Jae'Sean Tate,1610612745,-0.04,-0.13,-0.23,-0.0472,-0.22,-0.1728,-0.2035,-0.2035,2459
2024-25,1628995,Kevin Knox II,1610612744,-1.53,-1.34,-0.06,-2.4068,0.16,2.5668,0.1017,0.1017,349
2024-25,1630322,Lindy Waters III,1610612744,0.14,-0.19,0.07,0.1536,-0.23,-0.3836,-0.2165,-0.2165,3204
2024-25,1629723,John Konchar,1610612763,0.55,-0.56,0.04,0.5892,-0.23,-0.8191999999999999,-0.2129,-0.2129,2491
2024-25,203109,Jae Crowder,1610612758,-0.66,-0.25,-0.23,-0.9699,-0.02,0.9499,-0.0136,-0.0136,421
2024-25,1627814,Damion Lee,1610612756,0.3,0.49,-0.14,0.4056,-0.12,-0.5256000000000001,-0.0901,-0.0901,604
2024-25,1641715,Cam Whitmore,1610612745,0.22,0.55,0.03,0.2359,-0.24,-0.4759,-0.2267,-0.2267,3406
2024-25,1631127,Harrison Ingram,1610612759,1.62,0.23,0.24,3.8292,0.9474,-2.8818,0.4013,0.4013,147
2024-25,1631119,Jaylin Williams,1610612760,0.18,1.15,0.15,0.1932,-0.24,-0.43320000000000003,-0.2264,-0.2264,3323
2024-25,1628427,Vlatko Čančar,1610612743,-0.95,0.79,-0.05,-1.2921,-0.13,1.1621000000000001,-0.0958,-0.0958,560
2024-25,1627824,Guerschon Yabusele,1610612755,-0.29,0.98,-0.21,-0.2967,-0.25,0.04670000000000002,-0.2436,-0.2436,7585
2024-25,1630658,Colin Castleton,1610612763,-0.27,1.1,-0.24,-0.3002,-0.23,0.07020000000000001,-0.2064,-0.2064,1749
2024-25,203078,Bradley Beal,1610612756,-0.1,-3.72,-0.05,-0.0998,-0.25,-0.1502,-0.2431,-0.2431,7020
2024-25,1631245,Quenton Jackson,1610612754,1.29,0.38,-0.06,1.4521,-0.23,-1.6821,-0.2047,-0.2047,1621
2024-25,203957,Danté Exum,1610612742,0.1,-0.29,0.05,0.1159,-0.23,-0.3459,-0.2035,-0.2035,1538
2024-25,1630222,Mason Jones,1610612758,0.74,0.12,0.18,1.602,0.44,-1.1620000000000001,0.2028,0.2028,171
2024-25,1642352,Keshad Johnson,1610612748,1.96,0.59,-0.18,2.9048,-0.11,-3.0147999999999997,-0.0742,-0.0742,414
2024-25,1630526,Jeremiah Robinson-Earl,1610612740,-0.64,-1.27,-0.09,-0.6701,-0.25,0.42010000000000003,-0.2406,-0.2406,5128
2024-25,1642353,Cam Christie,1610612746,-0.56,0.54,0.21,-1.0302,0.09,1.1202,0.049,0.049,239
2024-25,1641736,Reece Beekman,1610612744,-0.37,-0.84,-0.06,-0.4106,-0.24,0.17060000000000003,-0.2171,-0.2171,1893
2024-25,1641752,Bobi Klintman,1610612765,0.83,-0.13,0.06,1.964,0.3912,-1.5728,0.1644,0.1644,145
2024-25,1642384,Isaiah Crawford,1610612758,0.93,0.36,-0.22,1.9567,0.15,-1.8067000000000002,0.0717,0.0717,183
2024-25,1641706,Brandon Miller,1610612766,0.32,-1.11,0.1,0.3394,-0.2541,-0.5934999999999999,-0.2414,-0.2414,3790
2024-25,1630201,Malachi Flynn,1610612766,0.21,0.41,-0.06,0.516,0.2298,-0.2862,0.095,0.095,141
2024-25,1642280,Trentyn Flowers,1610612746,-0.32,0.7,-0.32,-0.8671,0.46,1.3271,0.1679,0.1679,115
2024-25,1631159,Leonard Miller,1610612750,1.25,-0.68,-0.1,3.1514,0.29,-2.8614,0.1148,0.1148,131
2024-25,1641798,Jaylen Martin,1610612751,-0.3,-0.32,-0.03,-0.3595,-0.2532,0.1063,-0.211,-0.211,999
2024-25,1641936,Miles Norris,1610612738,0.44,-0.14,-0.04,1.1253,0.177,-0.9482999999999999,0.0697,0.0697,130
2024-25,1642050,Jackson Rowe,1610612744,0.56,0.43,-0.15,1.0437,-0.18,-1.2237,-0.0959,-0.0959,228
2024-25,1631232,Keion Brooks Jr.,1610612740,0.19,-0.81,-0.21,0.218,-0.2622,-0.48019999999999996,-0.2293,-0.2293,1396
2024-25,1641755,Kevin McCullar Jr.,1610612752,0.09,0,-0.22,0.2278,0.0098,-0.218,0.0038,0.0038,124
2024-25,1642443,Jahmir Young,1610612741,-0.08,-0.05,-0.19,-0.2039,-0.0888,0.1151,-0.035,-0.035,130
2024-25,1631386,Tazé Moore,1610612757,0.4,0.06,-0.15,1.2858,0.2058,-1.08,0.0634,0.0634,89
2024-25,1628408,PJ Dozier,1610612750,0.15,-0.47,-0.62,0.3575,-0.1759,-0.5334,-0.0751,-0.0751,149
2024-25,1630618,D.J. Carton,1610612761,-0.89,0.7,0.25,-2.0679,-0.1883,1.8796,-0.081,-0.081,151
2024-25,1641707,Taylor Hendricks,1610612762,-0.61,-0.04,0.09,-0.991,-0.283,0.708,-0.1746,-0.1746,322
2024-25,1630600,Isaiah Mobley,1610612755,0.17,0,0.1,0.6221,0.1071,-0.515,0.0298,0.0298,77
2024-25,201567,Kevin Love,1610612748,-0.77,-0.27,0.04,-0.9143,-0.28,0.6343,-0.2356,-0.2356,1062
2024-25,1630191,Isaiah Stewart,1610612765,-0.22,-2.2,-0.08,-0.2237,-0.26,-0.0363,-0.2517,-0.2517,6066
2024-25,1641801,Emanuel Miller,1610612741,-0.27,-0.04,-0.04,-0.8657,-0.1603,0.7054,-0.0497,-0.0497,90
2024-25,1642449,Tolu Smith,1610612765,-0.02,0,-0.39,-0.087,-0.0734,0.013599999999999987,-0.0196,-0.0196,73
2024-25,1641789,Jazian Gortman,1610612742,-1.1,0.6,-0.03,-2.0191,-0.3416,1.6774999999999998,-0.186,-0.186,239
2024-25,1641766,Adama Sanogo,1610612741,-0.45,-0.17,0.1,-1.4583,-0.2733,1.185,-0.0835,-0.0835,88
2024-25,1631121,Bryce McGowens,1610612757,-3.42,-0.17,-0.18,-8.8471,-0.38,8.467099999999999,-0.1469,-0.1469,126
2024-25,1641879,Yuri Collins,1610612744,-0.36,-0.34,0.07,-1.3959,-0.2876,1.1082999999999998,-0.0746,-0.0746,70
2024-25,1630592,Jalen Wilson,1610612751,-0.32,0.72,-0.32,-0.3238,-0.26,0.06379999999999997,-0.2537,-0.2537,8064
2024-25,1642285,Cam Spencer,1610612763,0.81,-0.18,-0.13,0.9544,-0.29,-1.2444,-0.2459,-0.2459,1115
2024-25,1641803,Tristen Newton,1610612754,-1.05,-0.03,0.05,-3.8449,-0.5574,3.2875,-0.152,-0.152,75
2024-25,1631250,Pete Nance,1610612755,-0.87,-0.27,-0.09,-1.1933,-0.33,0.8633,-0.2409,-0.2409,541
2024-25,1631199,Ron Harper Jr.,1610612765,-0.98,0,-0.06,-4.9039,-0.5359,4.368,-0.1072,-0.1072,50
2024-25,1630296,Braxton Key,1610612744,-2.02,0,-0.35,-9.2362,-1.1381,8.0981,-0.249,-0.249,56
2024-25,1641739,Toumani Camara,1610612757,0.33,3.42,-0.01,0.3376,-0.26,-0.5976,-0.2551,-0.2551,10513
2024-25,200782,P.J. Tucker,1610612752,-0.95,0,-0.08,-1.7871,-0.4818,1.3053,-0.2551,-0.2551,225
2024-25,1642450,Daniss Jenkins,1610612765,-1.69,-0.48,-0.09,-6.5268,-1.0634,5.4634,-0.2757,-0.2757,70
2024-25,1630227,Daishen Nix,1610612750,-2.31,0.09,-0.37,-10.4191,-1.267,9.1521,-0.281,-0.281,57
2024-25,1641790,PJ Hall,1610612743,1.48,-0.72,-0.17,2.6427,-0.47,-3.1127000000000002,-0.2625,-0.2625,253
2024-25,1642502,Malevy Leons,1610612760,-1.71,-0.77,-0.51,-5.873,-1.2268,4.6462,-0.3567,-0.3567,82
2024-25,1641817,Anton Watson,1610612752,-2.03,-0.25,0.12,-6.2489,-1.1259,5.123,-0.3652,-0.3652,96
2024-25,1631123,Jamaree Bouyea,1610612749,-1.13,-0.28,-0.2,-2.2618,-0.6912,1.5706,-0.3447,-0.3447,199
2024-25,1629098,Jack McVeigh,1610612745,-1.34,0.35,0.06,-2.7599,-0.72,2.0399000000000003,-0.3508,-0.3508,190
2024-25,1641779,Jalen Bridges,1610612756,-0.38,0.11,-0.37,-1.027,-1.13,-0.10299999999999998,-0.4171,-0.4171,117
2024-25,1630561,David Duke Jr.,1610612759,0.7,0.55,0.01,1.6819,-0.96,-2.6418999999999997,-0.397,-0.397,141
2024-25,1631170,Jaime Jaquez Jr.,1610612748,-0.52,-2.48,-0.21,-0.5346,-0.27,0.26459999999999995,-0.2603,-0.2603,5390
2024-25,1641753,Chris Livingston,1610612749,-2.05,-1.73,-0.46,-3.058,-0.49,2.5679999999999996,-0.3288,-0.3288,408
2024-25,1642279,Ulrich Chomche,1610612761,-2.24,-0.72,-0.22,-5.8714,-1.4248,4.4466,-0.5426,-0.5426,123
2024-25,1630699,MarJon Beauchamp,1610612749,-0.37,1.12,-0.28,-0.4878,-0.42,0.06780000000000003,-0.3213,-0.3213,651
2024-25,1630649,Stanley Umude,1610612749,-1.85,-1.41,0.05,-2.9016,-0.59,2.3116000000000003,-0.377,-0.377,354
2024-25,1641772,Nae'Qwan Tomlin,1610612739,-0.37,-0.29,-0.31,-0.6385,-0.73,-0.09150000000000003,-0.4174,-0.4174,267
2024-25,1630585,Marcus Garrett,1610612766,-1.29,-0.28,0.25,-2.125,-0.6626,1.4624000000000001,-0.4033,-0.4033,311
2024-25,201949,James Johnson,1610612754,-2.53,0.09,0.02,-6.0973,-1.51,4.5873,-0.627,-0.627,142
2024-25,1628976,Wendell Carter Jr.,1610612753,-0.3,1.02,-0.3,-0.3043,-0.27,0.0343,-0.2626,-0.2626,7120
2024-25,1630762,Phillip Wheeler,1610612755,-2.41,0,-0.05,-5.2197,-1.2313,3.9883999999999995,-0.5693,-0.5693,172
2024-25,1642358,AJ Johnson,1610612749,-1.46,2.04,-0.12,-1.5694,-0.3,1.2693999999999999,-0.2786,-0.2786,2608
2024-25,1629628,RJ Barrett,1610612761,-0.41,-0.79,0.13,-0.4224,-0.27,0.15239999999999998,-0.2632,-0.2632,7729
2024-25,1641857,Liam Robbins,1610612749,-1.38,-0.68,-0.72,-2.5728,-1.0347,1.5381,-0.5568,-0.5568,233
2024-25,1630200,Tre Jones,1610612759,0.74,1.29,-0.02,0.7829,-0.29,-1.0729,-0.275,-0.275,3663
2024-25,202709,Cory Joseph,1610612753,0.47,0.26,0.06,0.5033,-0.31,-0.8132999999999999,-0.2867,-0.2867,2465
2024-25,203083,Andre Drummond,1610612755,-0.73,-3.1,-0.24,-0.7796,-0.3,0.47959999999999997,-0.2815,-0.2815,3050
2024-25,1641757,Jordan Miller,1610612746,-1.14,-0.49,-0.2,-1.2773,-0.34,0.9373,-0.304,-0.304,1687
2024-25,1631166,Drew Timme,1610612751,-0.81,0,-0.26,-0.9613,-0.3988,0.5625,-0.335,-0.335,1050
2024-25,1631102,TyTy Washington Jr.,1610612756,-1.83,0.18,0.08,-2.6389,-0.67,1.9689,-0.4657,-0.4657,456
2024-25,1630542,Marcus Bagley,1610612755,-0.96,0,-0.03,-1.1374,-0.4168,0.7205999999999999,-0.351,-0.351,1066
2024-25,1631210,Jacob Toppin,1610612752,-0.86,-0.39,0.02,-1.4486,-1.02,0.4286000000000001,-0.6087,-0.6087,296
2024-25,202704,Reggie Jackson,1610612755,-0.89,-0.08,0.23,-0.9989,-0.3649,0.634,-0.3235,-0.3235,1564
2024-25,1631216,Caleb Houstan,1610612753,0.98,-1.58,-0.06,1.0465,-0.31,-1.3565,-0.2913,-0.2913,3110
2024-25,1631169,Josh Minott,1610612750,0.68,-4.27,-0.15,0.7994,-0.41,-1.2094,-0.3506,-0.3506,1181
2024-25,1630243,Trevelin Queen,1610612753,-0.18,-0.96,0.04,-0.2016,-0.37,-0.1684,-0.3317,-0.3317,1731
2024-25,1642505,Alex Ducas,1610612760,-0.91,-2.66,-0.29,-1.2697,-0.72,0.5497000000000001,-0.5175,-0.5175,511
2024-25,1631306,Cole Swider,1610612765,-0.06,1.23,0.04,-0.0807,-0.56,-0.47930000000000006,-0.4394,-0.4394,729
2024-25,1629610,DaQuan Jeffries,1610612766,-0.51,1.62,0.04,-0.5328,-0.3,0.23280000000000006,-0.2867,-0.2867,4315
2024-25,1629234,Drew Eubanks,1610612762,-0.63,-3.12,-0.33,-0.6742,-0.32,0.3542,-0.3004,-0.3004,3072
2024-25,201988,Patty Mills,1610612762,-0.33,0.81,-0.08,-0.3784,-0.41,-0.03159999999999996,-0.3585,-0.3585,1392
2024-25,203500,Steven Adams,1610612745,-0.61,0.91,-0.24,-0.6527,-0.32,0.33269999999999994,-0.3014,-0.3014,3240
2024-25,1642422,Armel Traoré,1610612747,-1.42,-2.01,-0.21,-2.4472,-1.4063,1.0409,-0.8142,-0.8142,275
2024-25,1629020,Jarred Vanderbilt,1610612747,-0.61,0.67,-0.31,-0.66,-0.35,0.31000000000000005,-0.3226,-0.3226,2355
2024-25,1641712,Rayan Rupert,1610612757,-0.43,-1.68,-0.23,-0.4725,-0.37,0.10249999999999998,-0.336,-0.336,1978
2024-25,1631097,Bennedict Mathurin,1610612754,-0.16,2.1,-0.47,-0.1618,-0.28,-0.11820000000000003,-0.2738,-0.2738,8810
2024-25,1630346,Matt Ryan,1610612752,-1.75,-2.11,-0.02,-2.991,-1.5652,1.4258000000000002,-0.9157,-0.9157,282
2024-25,1630623,Tyson Etienne,1610612751,-1.58,0,-0.2,-2.0771,-0.7202,1.3569000000000002,-0.5492,-0.5492,642
2024-25,1631212,Peyton Watson,1610612743,-0.36,-0.5,-0.13,-0.366,-0.29,0.07600000000000001,-0.282,-0.282,7060
2024-25,1629052,Oshae Brissett,1610612755,-1.72,0,-0.36,-2.3374,-0.8117,1.5257,-0.5978,-0.5978,559
2024-25,1631222,Jake LaRavia,1610612763,-0.15,0.31,-0.17,-0.1563,-0.3,-0.1437,-0.2898,-0.2898,5688
2024-25,1642359,Pacôme Dadiet,1610612752,-2.33,-1.39,-0.21,-3.3727,-1.01,2.3627000000000002,-0.6988,-0.6988,449
2024-25,201569,Eric Gordon,1610612755,0.01,-0.88,-0.09,0.013,-0.342,-0.35500000000000004,-0.3215,-0.3215,3131
2024-25,1630811,Keaton Wallace,1610612737,-0.38,0.49,0.2,-0.4188,-0.4,0.018799999999999983,-0.3654,-0.3654,2112
2024-25,1629669,Jaylen Nowell,1610612740,-1.12,-0.96,0.19,-1.4607,-0.8012,0.6595000000000001,-0.6151,-0.6151,661
2024-25,1641732,Colby Jones,1610612758,0.04,-0.08,-0.15,0.0387,-0.41,-0.4487,-0.3735,-0.3735,2047
2024-25,204060,Joe Ingles,1610612750,-2.44,-0.57,0.32,-3.4862,-1.11,2.3762,-0.7777,-0.7777,468
2024-25,1642278,Tyler Kolek,1610612752,-1.94,-2.74,0.25,-2.2729,-0.55,1.7228999999999999,-0.4701,-0.4701,1177
2024-25,202066,Garrett Temple,1610612761,-0.88,1.05,0.09,-1.0716,-0.64,0.4316000000000001,-0.5281,-0.5281,944
2024-25,1641723,Kobe Bufkin,1610612737,-0.76,-1.88,-0.16,-1.0514,-1.0594,-0.008000000000000007,-0.7691,-0.7691,530
2024-25,203924,Jerami Grant,1610612757,-0.09,-1.79,-0.18,-0.0894,-0.31,-0.22060000000000002,-0.3004,-0.3004,6242
2024-25,1630550,JT Thor,1610612739,-1.03,-2.07,-0.37,-1.2399,-0.65,0.5899,-0.5414,-0.5414,997
2024-25,203468,CJ McCollum,1610612740,-0.17,-0.53,0.19,-0.1717,-0.3,-0.1283,-0.2924,-0.2924,7655
2024-25,200768,Kyle Lowry,1610612755,-0.39,-0.1,-0.06,-0.4229,-0.39,0.032899999999999985,-0.363,-0.363,2693
2024-25,1630528,Josh Christopher,1610612748,-2.68,-0.2,0.31,-4.454,-2.08,2.3739999999999997,-1.2497,-1.2497,301
2024-25,1642346,Ryan Dunn,1610612756,-0.32,-0.27,0.13,-0.3262,-0.32,0.006199999999999983,-0.3091,-0.3091,5655
2024-25,1641734,Emoni Bates,1610612739,-1.31,-1.2,0.13,-2.1735,-2.16,0.013500000000000068,-1.2994,-1.2994,302
2024-25,1631099,Keegan Murray,1610612758,-0.05,0.81,0.16,-0.0506,-0.29,-0.23939999999999997,-0.2847,-0.2847,10655
2024-25,1631223,David Roddy,1610612737,-0.48,-1.45,-0.14,-0.538,-0.48,0.05800000000000005,-0.4325,-0.4325,1823
2024-25,1642345,Oso Ighodaro,1610612756,-0.36,0.69,-0.33,-0.374,-0.35,0.02400000000000002,-0.3342,-0.3342,4222
2024-25,1642266,Ja'Kobe Walter,1610612761,0.18,0.71,-0.04,0.1893,-0.34,-0.5293,-0.3262,-0.3262,4721
2024-25,1631247,Luke Travers,1610612739,-3.98,-0.06,0,-6.2775,-2.02,4.2575,-1.2814,-1.2814,347
