season,playerId,playerName,N,rawAbilityRateExact,validatedDRBL100,R1Points,PosteriorR1Points,R1WinEq
2024-25,101108,Chris Paul,9301,-0.648698369512949,-0.5534853256435133,-60.335435348399386,-51.47967013810317,-1.6093456623218432
2024-25,1626143,Jahlil Okafor,15,7.333320639770091,0.0681113372114869,1.0999980959655136,0.010216700581723035,0.029340588231147133
2024-25,1626145,Tyus Jones,8820,0.04128962553024225,0.0349495678672492,3.6417449717673662,3.082551885891379,0.09713738601128157
2024-25,1626153,Delon Wright,2571,-0.5614795196694866,-0.34609538361789743,-14.435638450702502,-8.898112312816142,-0.3850462334337129
2024-25,1626156,D'Angelo Russell,6146,-1.3603320214975116,-1.079344255631772,-83.60600604123707,-66.3364979511287,-2.230048766360449
2024-25,1626157,Karl-Anthony Towns,10077,0.8351528814445762,0.720718984869144,84.15835586316994,72.62685210526364,2.2447817633940987
2024-25,1626158,Richaun Holmes,2259,1.330848069163584,0.7790582503862493,30.06385788240536,17.598925876225373,0.8019025469249881
2024-25,1626162,Kelly Oubre Jr.,8388,0.1952639491984306,0.16398418160557027,16.378740058764357,13.754993153075233,0.4368751814860104
2024-25,1626164,Devin Booker,11430,-0.1727433942020149,-0.15153161901220494,-19.744569957290302,-17.320064053095024,-0.5266529997121882
2024-25,1626166,Cameron Payne,4428,0.30498782608289676,0.22403551657184254,13.504860938950669,9.920292673801187,0.3602193179987807
2024-25,1626167,Myles Turner,8645,0.43923920468155714,0.3706415738869753,37.972229244720616,32.04196406252901,1.0128449736180272
2024-25,1626168,Trey Lyles,5483,-0.5694225959389975,-0.44079402704129933,-31.22144093533523,-24.16873650267444,-0.8327791164608269
2024-25,1626171,Bobby Portis,5132,-0.7896071648077092,-0.6019405778064711,-40.52263969793164,-30.891590453028098,-1.0808728576684956
2024-25,1626172,Kevon Looney,4598,0.6589222868193658,0.4888229549524757,30.297246747954443,22.476079468714833,0.8081278000658124
2024-25,1626179,Terry Rozier,6584,-1.7081822925571613,-1.3742268101412938,-112.46672214196349,-90.47909317970277,-2.999859541736555
2024-25,1626181,Norman Powell,8057,2.118858313519133,1.767799671950259,170.71641432023654,142.43161956903236,4.553571533659279
2024-25,1626192,Pat Connaughton,2454,-0.7190019582634358,-0.43523206847026924,-17.644308055784716,-10.680594960260407,-0.4706320667163428
2024-25,1626196,Josh Richardson,578,-2.564754779693097,-0.6806374025080855,-14.8242826266261,-3.9340841864967344,-0.39541265931756764
2024-25,1626204,Larry Nance Jr.,1998,0.8465465137151189,0.470094478711175,16.913999344028074,9.392487684649275,0.4511523173678103
2024-25,1626220,Royce O'Neale,7432,0.19495966777649507,0.16042296843610623,14.489402509149112,11.922635014171414,0.3864802987346467
2024-25,1627732,Ben Simmons,4480,-2.4481406147281484,-1.8038930845365302,-109.67669953982106,-80.81441018723655,-2.9254404089896004
2024-25,1627734,Domantas Sabonis,10119,0.5931435190095092,0.51216138483294,60.020192688572244,51.825610531245204,1.600937097699046
2024-25,1627736,Malik Beasley,9795,1.225358425712469,1.053302832808568,120.02385779853634,103.17101247359923,3.2014333502001064
2024-25,1627739,Kris Dunn,7311,0.24856044542249994,0.20393058203163472,18.17225416483897,14.909364852332814,0.4847141359951998
2024-25,1627741,Buddy Hield,7528,0.4481982565446067,0.3696358978163672,33.74036475267799,27.82619038761612,0.8999671477686558
2024-25,1627742,Brandon Ingram,2446,-0.6304821665783815,-0.38115654459978277,-15.421593794507212,-9.323089080910686,-0.41134492418870133
2024-25,1627746,Skal Labissiere,42,-1.340560863094831,-0.0342896201278824,-0.563035562499829,-0.014401640453710608,-0.01501802108511805
2024-25,1627747,Caris LeVert,6779,0.254075956959125,0.20555924480557444,17.223809122259084,13.934861205369891,0.4594159690653893
2024-25,1627749,Dejounte Murray,4195,-1.8512542019500664,-1.3401227570630767,-77.66011377180529,-56.218149658796065,-2.071452149344461
2024-25,1627750,Jamal Murray,10017,0.47230516089185914,0.40725495365875464,47.31080796653753,40.79472870799745,1.2619357619984215
2024-25,1627751,Jakob Poeltl,7060,1.0462044159635029,0.8529102975406848,73.8620317670233,60.21546700637234,1.9701447374687844
2024-25,1627752,Taurean Prince,8916,-0.11319873011199726,-0.09597564451108477,-10.092798776785676,-8.557188464608318,-0.2692083323558571
2024-25,1627759,Jaylen Brown,8799,-0.20294439706028572,-0.1717191797031882,-17.85707749733454,-15.10957062208353,-0.4763073316059651
2024-25,1627763,Malcolm Brogdon,2359,0.09972445485863196,0.05942156832824269,2.3524998901151277,1.4017547968632451,0.06274895460532763
2024-25,1627777,Georges Niang,7167,-0.2891284284905292,-0.23636174825956688,-20.72183446991623,-16.94004649776316,-0.5527198772486462
2024-25,1627780,Gary Payton II,3791,1.4065924587821792,0.9891285496648565,53.32392011243242,37.49786331779471,1.4223253554963566
2024-25,1627783,Pascal Siakam,10334,1.2412276548206003,1.0748153665925995,128.26846584916083,111.07141998367922,3.421344321707968
2024-25,1627814,Damion Lee,604,0.4055846910798911,0.11114934365347287,2.449731534122542,0.671342035666976,0.06534244421255735
2024-25,1627824,Guerschon Yabusele,7585,-0.296748661919485,-0.2450559173281757,-22.508386006592936,-18.587491329342125,-0.6003731169984337
2024-25,1627826,Ivica Zubac,10739,1.2933834692219082,1.1256702387530653,138.89645075974073,120.88572693969168,3.704827838753934
2024-25,1627827,Dorian Finney-Smith,7259,0.2909928706305033,0.23843743626897204,21.123172479068234,17.30817349876468,0.563424889658419
2024-25,1627832,Fred VanVleet,8397,0.4368332390628365,0.36691894652502133,36.68088708410638,30.81018393970604,0.9784006061786039
2024-25,1627884,Derrick Jones Jr.,7733,0.8821480344744054,0.730917256036706,68.21650750590577,56.52183140931847,1.8195599289114488
2024-25,1627936,Alex Caruso,4268,1.4981933507734757,1.0896880063226304,63.942892211011944,46.50788410984987,1.7055684710301042
2024-25,1628365,Markelle Fultz,766,-1.6047572997137396,-0.5195452627137467,-12.292440915807244,-3.9797167123872996,-0.32788006505577894
2024-25,1628366,Lonzo Ball,3363,0.37987419233047615,0.2574082024596799,12.775169088073913,8.656637848719035,0.34075602237061287
2024-25,1628368,De'Aaron Fox,9335,0.03402298970794719,0.029044774478617925,3.17604608923687,2.711329697578983,0.08471565618997737
2024-25,1628369,Jayson Tatum,10587,0.5172687694435693,0.44935787823903073,54.763244620990676,47.57351856916618,1.4607169017103876
2024-25,1628370,Malik Monk,8545,-0.739445282086079,-0.6228250305988708,-63.185599354255444,-53.22039886467351,-1.685368965265525
2024-25,1628371,Jonathan Isaac,4369,0.2586468774202212,0.1893161681100597,11.300282074489465,8.271223384728508,0.3014159064997175
2024-25,1628374,Lauri Markkanen,6152,0.556527947342987,0.4416614979429897,34.23759932054056,27.171015353452727,0.9132300386440646
2024-25,1628378,Donovan Mitchell,9308,1.002515311214625,0.8554650272080794,93.31412516785728,79.62668473252803,2.488996419849858
2024-25,1628379,Luke Kennard,6333,0.2911265905338274,0.2324095169356774,18.437046978507286,14.718494707536449,0.4917770363228495
2024-25,1628380,Zach Collins,4039,0.03613694180519413,0.02588350912416725,1.4595710795117909,1.0454349335251152,0.038931589241031725
2024-25,1628381,John Collins,5113,1.3287895094916888,1.0120811503099962,67.94100762031005,51.747709215350106,1.8122114355543788
2024-25,1628384,OG Anunoby,10928,1.0764314418405037,0.9389561619119591,117.63242796433023,102.60912937373888,3.1376460051979005
2024-25,1628386,Jarrett Allen,9655,1.4013769802163412,1.202158573433032,135.30294743988773,116.06841026495924,3.6089772171921557
2024-25,1628389,Bam Adebayo,10589,-0.46566304601133074,-0.4045373692849275,-49.30905994213981,-42.83646203358097,-1.31523575280137
2024-25,1628392,Isaiah Hartenstein,6484,-0.35141457722225466,-0.28186196421438636,-22.785721187090996,-18.275929759660812,-0.6077705637420684
2024-25,1628396,Tony Bradley,486,2.4509418948171913,0.5710248134617234,11.911577608811548,2.775180593423976,0.3177211806868881
2024-25,1628398,Kyle Kuzma,8258,-1.6345944552180942,-1.3692920482035933,-134.98481011191024,-113.07613734065274,-3.6004914421936527
2024-25,1628401,Derrick White,10451,0.49882082868177374,0.43259285375099304,52.13176480553217,45.21027914551628,1.3905266295752587
2024-25,1628404,Josh Hart,11694,0.05849574072067174,0.05145548307413384,6.840491919875354,6.0172041906892115,0.18245854920629265
2024-25,1628408,PJ Dozier,149,0.35752211404149437,0.030457858771974076,0.5327079499218266,0.045382209570241375,0.014209083327908672
2024-25,1628415,Dillon Brooks,9518,0.8090281408591111,0.6926002738529429,77.00329844697019,65.9216940653231,2.0539327117558184
2024-25,1628418,Thomas Bryant,3895,0.07549126879545277,0.05351018961934277,2.9403849195828857,2.084221885673401,0.07842979318144283
2024-25,1628420,Monté Morris,2343,0.7599656811397617,0.45158498374599587,17.805995909104617,10.580636169168683,0.47494481665985366
2024-25,1628427,Vlatko Čančar,560,-1.2920969375800306,-0.33498809492815607,-7.2357428504481724,-1.8759333315976738,-0.19300119909309604
2024-25,1628436,Luke Kornet,5296,1.3801808004150562,1.059953236513651,73.09437518998138,56.13512340576296,1.9496687969989521
2024-25,1628449,Chris Boucher,3459,2.0390629956480835,1.3941725443658275,70.5311890194672,48.22442830961398,1.8813001423034035
