season,playerId,playerName,N,ApproachBAttributedValue,rawAbilityRate,validatedDRBL100,R1Points,R1WinEquivalents,r1PointsPerWin
2021-22,1627780,Gary Payton II,5126,144.8077684575333,2.825,2.15,144.8077684575333,3.8625022375647684,37.490662671779255
2021-22,203488,Mike Muscala,2391,78.95105383099141,3.302,1.98,78.95105383099141,2.105885791408565,37.490662671779255
2021-22,203999,Nikola Jokic,10211,211.08958229922158,2.0673,1.79,211.08958229922158,5.630457486101394,37.490662671779255
2021-22,1626149,Montrezl Harrell,6710,145.58589521754757,2.1697,1.75,145.58589521754757,3.883257452451914,37.490662671779255
2021-22,1629057,Robert Williams III,7273,150.95396836269217,2.0755,1.7,150.95396836269217,4.0264417218829625,37.490662671779255
2021-22,203507,Giannis Antetokounmpo,9396,175.7346922389632,1.8703,1.6,175.7346922389632,4.687425607209814,37.490662671779255
2021-22,203497,Rudy Gobert,8418,158.14597279724543,1.8787,1.58,158.14597279724543,4.218276272728792,37.490662671779255
2021-22,1628386,Jarrett Allen,7235,134.19129304361337,1.8548,1.52,134.19129304361337,3.57932571687042,37.490662671779255
2021-22,2544,LeBron James,8714,150.94543623278688,1.7322,1.46,150.94543623278688,4.026214141752411,37.490662671779255
2021-22,1629661,Cameron Johnson,7165,126.24795767810625,1.762,1.44,126.24795767810625,3.3674506845444,37.490662671779255
2021-22,1629637,Jaxson Hayes,5676,100.72139090183431,1.7745,1.38,100.72139090183431,2.6865727016783674,37.490662671779255
2021-22,1629634,Brandon Clarke,5379,96.60282769781557,1.7959,1.38,96.60282769781557,2.5767169960037126,37.490662671779255
2021-22,1629011,Mitchell Robinson,7390,117.82544637351221,1.5944,1.31,117.82544637351221,3.1427944447139424,37.490662671779255
2021-22,1630217,Desmond Bane,9393,134.42008920986436,1.4311,1.22,134.42008920986436,3.585428467527404,37.490662671779255
2021-22,203490,Otto Porter Jr.,5707,89.14151662727971,1.562,1.22,89.14151662727971,2.3776991462564934,37.490662671779255
2021-22,1628379,Luke Kennard,7761,112.5596807951471,1.4503,1.2,112.5596807951471,3.0023390565426133,37.490662671779255
2021-22,1629655,Daniel Gafford,5971,90.04349035246716,1.508,1.19,90.04349035246716,2.4017577694151178,37.490662671779255
2021-22,201142,Kevin Durant,8569,120.27402956030457,1.4036,1.18,120.27402956030457,3.2081062587042433,37.490662671779255
2021-22,1629028,Deandre Ayton,7140,103.29261770981645,1.4467,1.18,103.29261770981645,2.7551558267752094,37.490662671779255
2021-22,1628969,Mikal Bridges,11912,155.6290977491084,1.3065,1.15,155.6290977491084,4.151142888873414,37.490662671779255
2021-22,1629676,Isaiah Roby,3904,62.60959166546145,1.6037,1.14,62.60959166546145,1.6700049346577763,37.490662671779255
2021-22,203939,Dwight Powell,7017,97.81459070082336,1.394,1.14,97.81459070082336,2.6090387240461443,37.490662671779255
2021-22,1629018,Gary Trent Jr.,9929,121.36326894964513,1.2223,1.05,121.36326894964513,3.2371598766377687,37.490662671779255
2021-22,1629651,Nic Claxton,4011,58.077471030048635,1.448,1.04,58.077471030048635,1.5491182841578819,37.490662671779255
2021-22,1626157,Karl-Anthony Towns,10372,121.94002499858462,1.1757,1.02,121.94002499858462,3.2525438684863213,37.490662671779255
2021-22,1628392,Isaiah Hartenstein,4988,67.0273230562709,1.3438,1.02,67.0273230562709,1.7878404455818033,37.490662671779255
2021-22,1630168,Onyeka Okongwu,3979,56.559879042535705,1.4215,1.01,56.559879042535705,1.5086390853557952,37.490662671779255
2021-22,1628977,Hamidou Diallo,5279,67.49653407530569,1.2786,0.98,67.49653407530569,1.8003558557025205,37.490662671779255
2021-22,1629026,Kenrich Williams,4393,58.38830040606137,1.3291,0.97,58.38830040606137,1.5574091319013312,37.490662671779255
2021-22,201144,Mike Conley,8254,92.24516698754906,1.1176,0.94,92.24516698754906,2.4604837688554846,37.490662671779255
2021-22,203954,Joel Embiid,9269,101.7259347567836,1.0975,0.94,101.7259347567836,2.713367209520061,37.490662671779255
2021-22,203991,Clint Capela,8416,92.82176601961095,1.1029,0.93,92.82176601961095,2.4758635725444686,37.490662671779255
2021-22,1628021,David Nwaba,2479,37.553321475093334,1.5149,0.92,37.553321475093334,1.0016713175721284,37.490662671779255
2021-22,201565,Derrick Rose,2542,37.45501785171844,1.4734,0.9,37.45501785171844,0.9990492347288477,37.490662671779255
2021-22,1628374,Lauri Markkanen,7590,82.70460083015173,1.0897,0.9,82.70460083015173,2.2060053073536854,37.490662671779255
2021-22,202710,Jimmy Butler,7734,83.80036323118954,1.0835,0.9,83.80036323118954,2.235232915588592,37.490662671779255
2021-22,201939,Stephen Curry,9217,94.60992780661043,1.0265,0.87,94.60992780661043,2.523559762997392,37.490662671779255
2021-22,203076,Anthony Davis,5986,66.2381783248611,1.1066,0.87,66.2381783248611,1.7667913449479051,37.490662671779255
2021-22,1629021,Moritz Wagner,3931,48.17833686443601,1.2256,0.87,48.17833686443601,1.285075627662933,37.490662671779255
2021-22,1628369,Jayson Tatum,11013,109.14041095099003,0.991,0.87,109.14041095099003,2.91113581817652,37.490662671779255
2021-22,1629750,Javonte Green,6312,68.16565083062406,1.0799,0.86,68.16565083062406,1.8182034131377227,37.490662671779255
2021-22,1626179,Terry Rozier,10289,101.87466915476617,0.9901,0.86,101.87466915476617,2.7173344479571275,37.490662671779255
2021-22,1629599,Amir Coffey,6455,68.88806556227995,1.0672,0.86,68.88806556227995,1.8374726039221172,37.490662671779255
2021-22,1630532,Franz Wagner,10134,99.31449285635823,0.98,0.85,99.31449285635823,2.6490460765079056,37.490662671779255
2021-22,1630231,Kenyon Martin Jr.,6989,71.7444079902408,1.0265,0.84,71.7444079902408,1.913660705822779,37.490662671779255
2021-22,1628381,John Collins,6766,68.70946268772863,1.0155,0.82,68.70946268772863,1.8327086744041212,37.490662671779255
2021-22,1629731,Dean Wade,3956,45.35113785132066,1.1464,0.82,45.35113785132066,1.2096648770483938,37.490662671779255
2021-22,1627832,Fred VanVleet,9858,90.212777274272,0.9151,0.79,90.212777274272,2.4062732116543466,37.490662671779255
2021-22,1630631,Jose Alvarado,3447,39.736232715105956,1.1528,0.79,39.736232715105956,1.0598967818463512,37.490662671779255
2021-22,1629607,Jared Harper,163,13.672949097617366,8.3883,0.78,13.672949097617366,0.3647027852593694,37.490662671779255
2021-22,1626192,Pat Connaughton,7089,67.07746008422218,0.9462,0.77,67.07746008422218,1.7891777659804906,37.490662671779255
2021-22,1627745,Damian Jones,4246,45.10302298812448,1.0622,0.77,45.10302298812448,1.203046832833802,37.490662671779255
2021-22,1626163,Frank Kaminsky,757,18.158684186136327,2.3988,0.77,18.158684186136327,0.48435217977102085,37.490662671779255
2021-22,201587,Nicolas Batum,5981,57.59067003815095,0.9629,0.76,57.59067003815095,1.536133691269794,37.490662671779255
2021-22,201942,DeMar DeRozan,11145,95.98709229123887,0.8613,0.75,95.98709229123887,2.560293295735534,37.490662671779255
2021-22,1628960,Grayson Allen,7517,67.94850463990184,0.9039,0.75,67.94850463990184,1.8124114058685188,37.490662671779255
2021-22,1628449,Chris Boucher,6780,61.91313375862135,0.9132,0.74,61.91313375862135,1.6514280982615408,37.490662671779255
2021-22,1630167,Obi Toppin,4869,47.5095335821205,0.9758,0.73,47.5095335821205,1.2672364315897475,37.490662671779255
2021-22,203914,Gary Harris,7210,64.60557019713538,0.8961,0.73,64.60557019713538,1.7232442851901526,37.490662671779255
2021-22,1630322,Lindy Waters III,2018,26.42738523152419,1.3096,0.73,26.42738523152419,0.704905791153624,37.490662671779255
2021-22,1629719,Devontae Cacok,508,15.364866177286721,3.0246,0.73,15.364866177286721,0.40983181097122834,37.490662671779255
2021-22,1629635,Sekou Doumbouya,72,12.08224282709543,16.7809,0.72,12.08224282709543,0.3222733866528912,37.490662671779255
2021-22,203585,Rodney McGruder,3075,33.431940980877705,1.0872,0.72,33.431940980877705,0.8917404654477683,37.490662671779255
2021-22,1628976,Wendell Carter Jr.,7766,66.94215526097179,0.862,0.71,66.94215526097179,1.7855687387292267,37.490662671779255
2021-22,1628997,Caleb Martin,5539,50.530163083384096,0.9123,0.71,50.530163083384096,1.3478066132295976,37.490662671779255
2021-22,1629680,Matisse Thybulle,6792,59.13204775488057,0.8706,0.7,59.13204775488057,1.5772473341579971,37.490662671779255
2021-22,1628970,Miles Bridges,11828,94.37582483996346,0.7979,0.7,94.37582483996346,2.517315462417899,37.490662671779255
2021-22,1627884,Derrick Jones Jr.,3719,37.319593403013016,1.0035,0.7,37.319593403013016,0.9954370166709534,37.490662671779255
2021-22,1626162,Kelly Oubre Jr.,8304,69.46188025844026,0.8365,0.7,69.46188025844026,1.8527781401614711,37.490662671779255
2021-22,1628389,Bam Adebayo,7201,61.030320952923724,0.8475,0.69,61.030320952923724,1.6278805602138295,37.490662671779255
2021-22,1627827,Dorian Finney-Smith,10356,82.73222795290951,0.7989,0.69,82.73222795290951,2.2067422141136337,37.490662671779255
2021-22,203924,Jerami Grant,6085,51.66658058773187,0.8491,0.67,51.66658058773187,1.3781186275649218,37.490662671779255
2021-22,1630678,Terry Taylor,2965,29.613629277329082,0.9988,0.65,29.613629277329082,0.7898934605821322,37.490662671779255
2021-22,1627759,Jaylen Brown,8974,68.41067316672024,0.7623,0.65,68.41067316672024,1.824738969423865,37.490662671779255
2021-22,1630529,Herbert Jones,9496,71.48748424579361,0.7528,0.64,71.48748424579361,1.9068076996036973,37.490662671779255
2021-22,1629622,Max Strus,6429,51.26231606684883,0.7974,0.64,51.26231606684883,1.3673355554058013,37.490662671779255
2021-22,201580,JaVale McGee,4916,41.075217703167624,0.8355,0.63,41.075217703167624,1.0956119411057146,37.490662671779255
2021-22,1630178,Tyrese Maxey,10669,75.67773643601477,0.7093,0.62,75.67773643601477,2.0185755877017475,37.490662671779255
2021-22,1630222,Mason Jones,217,11.18193343412192,5.153,0.62,11.18193343412192,0.29825915674035325,37.490662671779255
2021-22,1629640,Keldon Johnson,9925,69.24182272760028,0.6977,0.6,69.24182272760028,1.8469084778200364,37.490662671779255
2021-22,202355,Hassan Whiteside,4888,38.88773205987153,0.7956,0.6,38.88773205987153,1.0372644623628888,37.490662671779255
2021-22,1630193,Immanuel Quickley,7089,51.698326056240255,0.7293,0.59,51.698326056240255,1.3789653842303429,37.490662671779255
2021-22,1629056,Terence Davis,2209,22.659055737528682,1.0258,0.59,22.659055737528682,0.6043919771678262,37.490662671779255
2021-22,1630688,Ish Wainright,1493,18.33600478977916,1.2281,0.59,18.33600478977916,0.4890819068818812,37.490662671779255
2021-22,202692,Alec Burks,9225,62.86118577857603,0.6814,0.58,62.86118577857603,1.6767157819777403,37.490662671779255
2021-22,1626153,Delon Wright,5882,43.23831595125141,0.7351,0.58,43.23831595125141,1.1533089273398907,37.490662671779255
2021-22,2730,Dwight Howard,3930,31.554952088432497,0.8029,0.57,31.554952088432497,0.8416749622349351,37.490662671779255
2021-22,1626181,Norman Powell,5990,43.30351452296476,0.7229,0.57,43.30351452296476,1.1550479889372849,37.490662671779255
2021-22,1629726,Garrison Mathews,7157,49.914300431774926,0.6974,0.57,49.914300431774926,1.3313795189154511,37.490662671779255
2021-22,1630530,Trey Murphy III,3524,29.203595449999963,0.8287,0.57,29.203595449999963,0.7789565019340855,37.490662671779255
2021-22,200746,LaMarcus Aldridge,4329,33.6789805733582,0.778,0.57,33.6789805733582,0.8983298286351641,37.490662671779255
2021-22,1628971,Bruce Brown,7288,50.38895379219955,0.6914,0.57,50.38895379219955,1.3440400942853796,37.490662671779255
2021-22,2546,Carmelo Anthony,7577,51.903445958685076,0.685,0.57,51.903445958685076,1.3844366106058432,37.490662671779255
2021-22,1628420,Monte Morris,9102,60.003531937970095,0.6592,0.56,60.003531937970095,1.6004927003634213,37.490662671779255
2021-22,1629611,Terance Mann,9300,61.04726244063658,0.6564,0.56,61.04726244063658,1.628332445736931,37.490662671779255
2021-22,1630543,Isaiah Jackson,2277,21.515268688593085,0.9449,0.55,21.515268688593085,0.5738833926984306,37.490662671779255
2021-22,1627761,DeAndre' Bembry,4216,31.72845862565127,0.7526,0.55,31.72845862565127,0.8463029555765781,37.490662671779255
2021-22,1629656,Quentin Grimes,3101,25.45209277759151,0.8208,0.54,25.45209277759151,0.6788915149464758,37.490662671779255
2021-22,1630557,Corey Kispert,7121,46.76752819322174,0.6568,0.54,46.76752819322174,1.2474446931669085,37.490662671779255
2021-22,1629630,Ja Morant,7919,50.64192968701205,0.6395,0.53,50.64192968701205,1.3507877982944347,37.490662671779255
2021-22,203952,Andrew Wiggins,9584,58.52820240946025,0.6107,0.52,58.52820240946025,1.5611407811555384,37.490662671779255
2021-22,1626167,Myles Turner,5002,34.47157652091532,0.6892,0.52,34.47157652091532,0.9194709846210181,37.490662671779255
