season,playerId,playerName,N,ApproachBAttributedValue,rawAbilityRate,validatedDRBL100,R1Points,R1WinEquivalents,r1PointsPerWin
2021-22,1630264,Anthony Gill,1841,17.558445156711006,0.9537,0.51,17.558445156711006,0.46834181914655676,37.490662671779255
2021-22,202681,Kyrie Irving,4541,31.31575131799872,0.6896,0.51,31.31575131799872,0.8352946863639026,37.490662671779255
2021-22,1628370,Malik Monk,8864,52.56145117987149,0.593,0.5,52.56145117987149,1.4019877866665886,37.490662671779255
2021-22,1628384,OG Anunoby,6903,42.59892986378282,0.6171,0.5,42.59892986378282,1.1362543851711846,37.490662671779255
2021-22,202324,Derrick Favors,2668,20.886341926505512,0.7828,0.49,20.886341926505512,0.557107835339158,37.490662671779255
2021-22,1626164,Devin Booker,9814,55.39005795583313,0.5644,0.49,55.39005795583313,1.4774360869733967,37.490662671779255
2021-22,1626196,Josh Richardson,6456,38.97635124576314,0.6037,0.48,38.97635124576314,1.0396282292204513,37.490662671779255
2021-22,1630243,Trevelin Queen,309,9.145188277315894,2.9596,0.48,9.145188277315894,0.24393242545162716,37.490662671779255
2021-22,1628378,Donovan Mitchell,9346,52.3188897658242,0.5598,0.48,52.3188897658242,1.3955178713127083,37.490662671779255
2021-22,201959,Taj Gibson,3680,25.040443186212872,0.6804,0.47,25.040443186212872,0.6679114585259607,37.490662671779255
2021-22,203109,Jae Crowder,7885,44.94123248630072,0.57,0.47,44.94123248630072,1.1987313449151116,37.490662671779255
2021-22,1627751,Jakob Poeltl,8168,46.21788177493202,0.5658,0.47,46.21788177493202,1.232783804851817,37.490662671779255
2021-22,1629020,Jarred Vanderbilt,7907,44.74793845465601,0.5659,0.47,44.74793845465601,1.1935755536361752,37.490662671779255
2021-22,201961,Wayne Ellington,3360,23.217211475369997,0.691,0.47,23.217211475369997,0.6192798371858744,37.490662671779255
2021-22,1630549,Day'Ron Sharpe,1558,14.77488685663136,0.9483,0.47,14.77488685663136,0.3940951107208094,37.490662671779255
2021-22,203084,Harrison Barnes,10790,57.765590115797174,0.5354,0.47,57.765590115797174,1.540799388410909,37.490662671779255
2021-22,1626145,Tyus Jones,6436,37.288466943796855,0.5794,0.46,37.288466943796855,0.9946067710311614,37.490662671779255
2021-22,1626204,Larry Nance Jr.,4167,26.577070539475493,0.6378,0.46,26.577070539475493,0.708898393505355,37.490662671779255
2021-22,203468,CJ McCollum,8743,47.37369512650213,0.5418,0.46,47.37369512650213,1.2636131705978682,37.490662671779255
2021-22,1630170,Devin Vassell,8269,44.951090628719875,0.5436,0.46,44.951090628719875,1.1989942941861198,37.490662671779255
2021-22,203992,Bogdan Bogdanovic,7414,41.0199859067857,0.5533,0.46,41.0199859067857,1.0941387263784779,37.490662671779255
2021-22,1626158,Richaun Holmes,4377,27.178995460686565,0.621,0.45,27.178995460686565,0.7249537224410093,37.490662671779255
2021-22,1626174,Christian Wood,8800,47.11589119460237,0.5354,0.45,47.11589119460237,1.2567366868675922,37.490662671779255
2021-22,1628973,Jalen Brunson,9967,51.572559894962936,0.5174,0.45,51.572559894962936,1.3756107846496854,37.490662671779255
2021-22,1627736,Malik Beasley,8369,44.24771412506399,0.5287,0.44,44.24771412506399,1.1802329159247176,37.490662671779255
2021-22,1629730,Rayjon Tucker,306,8.394029272410652,2.7431,0.44,8.394029272410652,0.22389652980791877,37.490662671779255
2021-22,1626168,Trey Lyles,6411,35.277977250431704,0.5503,0.44,35.277977250431704,0.9409803598106808,37.490662671779255
2021-22,203552,Seth Curry,8535,44.252516537066,0.5185,0.44,44.252516537066,1.180361012140142,37.490662671779255
2021-22,1630573,Sam Hauser,558,9.389221074458888,1.6827,0.44,9.389221074458888,0.25044158746029677,37.490662671779255
2021-22,1628591,Craig Sword,69,7.227028021424988,10.474,0.43,7.227028021424988,0.19276874577266584,37.490662671779255
2021-22,1629669,Jaylen Nowell,4136,24.564869208802033,0.5939,0.43,24.564869208802033,0.6552263272554264,37.490662671779255
2021-22,1628402,Frank Jackson,4837,27.41999008761325,0.5669,0.43,27.41999008761325,0.7313818463991406,37.490662671779255
2021-22,1629673,Jordan Poole,9392,46.72416593702516,0.4975,0.43,46.72416593702516,1.2462880783432069,37.490662671779255
2021-22,1629962,Devin Cannady,590,9.169144457595797,1.5541,0.42,9.169144457595797,0.24457141603148522,37.490662671779255
2021-22,1630182,Josh Green,4192,23.98019563484478,0.572,0.41,23.98019563484478,0.6396311488219077,37.490662671779255
2021-22,1629060,Rui Hachimura,3832,22.47893958073632,0.5866,0.41,22.47893958073632,0.599587683406224,37.490662671779255
2021-22,1628404,Josh Hart,7230,35.020020274732715,0.4844,0.4,35.020020274732715,0.9340997938959801,37.490662671779255
2021-22,1629641,Romeo Langford,3098,18.509092282584312,0.5975,0.39,18.509092282584312,0.4936987229227308,37.490662671779255
2021-22,1627734,Domantas Sabonis,8754,40.17033296283943,0.4589,0.39,40.17033296283943,1.0714756715430713,37.490662671779255
2021-22,1630846,Olivier Sarr,1799,13.077798123258416,0.7269,0.38,13.077798123258416,0.3488281398958202,37.490662671779255
2021-22,1630210,Markus Howard,757,8.851554643356778,1.1693,0.38,8.851554643356778,0.2361002450356713,37.490662671779255
2021-22,1629652,Luguentz Dort,6999,32.18566241784794,0.4599,0.37,32.18566241784794,0.8584980932352362,37.490662671779255
2021-22,1629130,Duncan Robinson,8127,36.1695241019876,0.4451,0.37,36.1695241019876,0.9647608637553869,37.490662671779255
2021-22,1627854,Bryn Forbes,5318,25.59544866937601,0.4813,0.37,25.59544866937601,0.682715290830075,37.490662671779255
2021-22,1628966,Keita Bates-Diop,4056,20.900144290792902,0.5153,0.37,20.900144290792902,0.5574759900556596,37.490662671779255
2021-22,1630199,Cassius Stanley,634,8.251298501816471,1.3015,0.37,8.251298501816471,0.22008942797449027,37.490662671779255
2021-22,1628962,Udoka Azubuike,800,8.756178538236878,1.0945,0.36,8.756178538236878,0.23355624878906206,37.490662671779255
2021-22,1627826,Ivica Zubac,7494,33.161765542362744,0.4425,0.36,33.161765542362744,0.8845339927086686,37.490662671779255
2021-22,1629660,Ty Jerome,3095,16.56109922643169,0.5351,0.35,16.56109922643169,0.44173930376797266,37.490662671779255
2021-22,1627777,Georges Niang,7129,30.551865720985248,0.4286,0.35,30.551865720985248,0.8149193304065783,37.490662671779255
2021-22,1630787,Cameron McGriff,181,6.228452021187693,3.4411,0.35,6.228452021187693,0.1661334203589872,37.490662671779255
2021-22,1626246,Boban Marjanovic,513,7.360569287551804,1.4348,0.35,7.360569287551804,0.19633073312124735,37.490662671779255
2021-22,1629744,Matt Thomas,1956,12.150210888816435,0.6212,0.34,12.150210888816435,0.3240863197108114,37.490662671779255
2021-22,204001,Kristaps Porzingis,5995,25.937184677985275,0.4326,0.34,25.937184677985275,0.6918305207101406,37.490662671779255
2021-22,1629723,John Konchar,5342,23.688221064185928,0.4434,0.34,23.688221064185928,0.6318432211126803,37.490662671779255
2021-22,201588,George Hill,5132,22.87325543707786,0.4457,0.34,22.87325543707786,0.6101053917698682,37.490662671779255
2021-22,1629023,P.J. Washington,7382,30.410763540814038,0.412,0.34,30.410763540814038,0.8111556684674303,37.490662671779255
2021-22,1629117,Wenyen Gabriel,1474,10.357034448639446,0.7026,0.34,10.357034448639446,0.27625637186817736,37.490662671779255
2021-22,1626220,Royce O'Neale,9857,38.19473523879594,0.3875,0.33,38.19473523879594,1.0187799445739505,37.490662671779255
2021-22,1628983,Shai Gilgeous-Alexander,8153,31.912566248248915,0.3914,0.33,31.912566248248915,0.8512137149357671,37.490662671779255
2021-22,1626171,Bobby Portis,8398,32.58992492597225,0.3881,0.33,32.58992492597225,0.8692811117074228,37.490662671779255
2021-22,1629684,Grant Williams,7621,29.989633341357525,0.3935,0.33,29.989633341357525,0.7999227328657474,37.490662671779255
2021-22,1628998,Cody Martin,7675,29.92316337752648,0.3899,0.32,29.92316337752648,0.7981497590345571,37.490662671779255
2021-22,203897,Zach LaVine,9541,35.8477331520982,0.3757,0.32,35.8477331520982,0.956177634573588,37.490662671779255
2021-22,1628991,Jaren Jackson Jr.,8865,33.65219981670089,0.3796,0.32,33.65219981670089,0.8976154972590621,37.490662671779255
2021-22,1629013,Landry Shamet,5997,24.3609438761062,0.4062,0.32,24.3609438761062,0.6497869640070052,37.490662671779255
2021-22,202685,Jonas Valanciunas,8996,33.957662625661094,0.3775,0.32,33.957662625661094,0.9057632009055526,37.490662671779255
2021-22,1630792,Malcolm Hill,889,7.927192109082157,0.8917,0.32,7.927192109082157,0.21144443827207346,37.490662671779255
2021-22,1628432,Davon Reed,2702,13.701112057213567,0.5071,0.32,13.701112057213567,0.365453984560453,37.490662671779255
2021-22,1629048,Goga Bitadze,3007,14.624278588957178,0.4863,0.32,14.624278588957178,0.39007788997993537,37.490662671779255
2021-22,203903,Jordan Clarkson,8593,32.224444823142115,0.375,0.32,32.224444823142115,0.8595325482843162,37.490662671779255
2021-22,1627936,Alex Caruso,4714,19.942255294309664,0.423,0.32,19.942255294309664,0.5319259216327752,37.490662671779255
2021-22,1630188,Jalen Smith,3816,16.77196452504992,0.4395,0.31,16.77196452504992,0.44736377886632717,37.490662671779255
2021-22,203095,Evan Fournier,9483,34.003079675058935,0.3586,0.31,34.003079675058935,0.9069746238615951,37.490662671779255
2021-22,201567,Kevin Love,6772,25.609850652271238,0.3782,0.31,25.609850652271238,0.6830994393585049,37.490662671779255
2021-22,1628391,D.J. Wilson,210,5.495657762627657,2.617,0.3,5.495657762627657,0.1465873732545267,37.490662671779255
2021-22,1628964,Mo Bamba,7549,27.725600612712377,0.3673,0.3,27.725600612712377,0.7395334901237306,37.490662671779255
2021-22,201152,Thaddeus Young,3454,15.10461646206041,0.4373,0.3,15.10461646206041,0.402890090108497,37.490662671779255
2021-22,1627783,Pascal Siakam,10350,34.61746089327819,0.3345,0.29,34.61746089327819,0.9233622034463573,37.490662671779255
2021-22,1629111,Jock Landale,2414,11.427397487900562,0.4734,0.28,11.427397487900562,0.30480649509837626,37.490662671779255
2021-22,203496,Robert Covington,7924,26.7252779562253,0.3373,0.28,26.7252779562253,0.7128515756095851,37.490662671779255
2021-22,1630194,Paul Reed,1132,7.5754985989669015,0.6692,0.28,7.5754985989669015,0.20206360888545422,37.490662671779255
2021-22,201143,Al Horford,7957,25.410293747435716,0.3193,0.27,25.410293747435716,0.6777765965327435,37.490662671779255
2021-22,1629109,Gary Clark,1562,8.004278040758926,0.5124,0.25,8.004278040758926,0.2135005750854351,37.490662671779255
2021-22,203493,Reggie Bullock,7493,22.08543444250814,0.2947,0.24,22.08543444250814,0.5890915995766792,37.490662671779255
2021-22,1628419,Cameron Oliver,175,4.226711809905263,2.4153,0.24,4.226711809905263,0.11274038677067398,37.490662671779255
2021-22,1630202,Payton Pritchard,4073,13.36097099033422,0.328,0.24,13.36097099033422,0.3563812970527076,37.490662671779255
2021-22,1630559,Austin Reaves,5976,17.710414965792154,0.2964,0.23,17.710414965792154,0.4723953567010034,37.490662671779255
2021-22,1628366,Lonzo Ball,4976,15.204844639380887,0.3056,0.23,15.204844639380887,0.4055635071723123,37.490662671779255
2021-22,1626224,Cedi Osman,5997,17.510323003981156,0.292,0.23,17.510323003981156,0.4670582421356315,37.490662671779255
2021-22,1630586,Usman Garuba,1018,5.976095668832546,0.587,0.23,5.976095668832546,0.15940224159683888,37.490662671779255
2021-22,1629603,Mamadi Diakite,672,5.1768899227051035,0.7704,0.23,5.1768899227051035,0.13808478041659047,37.490662671779255
2021-22,1630233,Nathan Knight,1123,6.151038987722734,0.5477,0.23,6.151038987722734,0.16406855865881695,37.490662671779255
2021-22,1630171,Isaac Okoro,7970,21.54913885037638,0.2704,0.23,21.54913885037638,0.5747868219624,37.490662671779255
2021-22,203484,Kentavious Caldwell-Pope,9610,25.172404716109938,0.2619,0.22,25.172404716109938,0.6714313090832142,37.490662671779255
2021-22,1629643,Chuma Okeke,7200,19.400665361020007,0.2695,0.22,19.400665361020007,0.5174799264250849,37.490662671779255
2021-22,202334,Ed Davis,775,5.227667978230127,0.6745,0.22,5.227667978230127,0.13943919914131594,37.490662671779255
2021-22,201980,Danny Green,5359,14.325241966192454,0.2673,0.21,14.325241966192454,0.382101593978376,37.490662671779255
2021-22,1626172,Kevon Looney,7217,17.954837977420308,0.2488,0.2,17.954837977420308,0.4789149270208991,37.490662671779255
2021-22,203083,Andre Drummond,5881,14.906007685840859,0.2535,0.2,14.906007685840859,0.39759253700952096,37.490662671779255
2021-22,203925,Joe Harris,1794,6.7432509031309955,0.3759,0.2,6.7432509031309955,0.17986480959716175,37.490662671779255
2021-22,1629642,Nassir Little,4374,11.753510911713722,0.2687,0.2,11.753510911713722,0.31350501895932253,37.490662671779255
2021-22,1630162,Anthony Edwards,10357,23.505182284249123,0.2269,0.2,23.505182284249123,0.6269609713231991,37.490662671779255
2021-22,201572,Brook Lopez,1240,5.575340420570871,0.4496,0.2,5.575340420570871,0.14871277334789967,37.490662671779255
2021-22,202691,Klay Thompson,3906,10.70790297559454,0.2741,0.19,10.70790297559454,0.28561519622470727,37.490662671779255
2021-22,1630200,Tre Jones,4673,11.983712304995818,0.2564,0.19,11.983712304995818,0.31964525166999636,37.490662671779255
2021-22,1630567,Scottie Barnes,10296,19.88170386953103,0.1931,0.17,19.88170386953103,0.5303108148178132,37.490662671779255
2021-22,203915,Spencer Dinwiddie,8051,15.397977311509385,0.1913,0.16,15.397977311509385,0.41071499445914217,37.490662671779255
2021-22,1629001,De'Anthony Melton,7096,13.711357255318582,0.1932,0.16,13.711357255318582,0.3657272578870599,37.490662671779255
2021-22,202699,Tobias Harris,10170,18.530118832193267,0.1822,0.16,18.530118832193267,0.49425957056079567,37.490662671779255
2021-22,202711,Bojan Bogdanovic,8761,16.00001991474415,0.1826,0.15,16.00001991474415,0.42677346236368385,37.490662671779255
2021-22,1629646,Charles Bassey,651,3.3792370018182334,0.5191,0.15,3.3792370018182334,0.09013543002433837,37.490662671779255
2021-22,203469,Cody Zeller,1455,4.431533657813228,0.3046,0.15,4.431533657813228,0.11820366304565279,37.490662671779255
2021-22,201950,Jrue Holiday,9245,15.526708227478444,0.1679,0.14,15.526708227478444,0.4141486738554245,37.490662671779255
2021-22,1630643,Jay Huff,87,2.327498730782719,2.6753,0.14,2.327498730782719,0.06208209097714141,37.490662671779255
2021-22,200782,P.J. Tucker,7878,12.97400313012718,0.1647,0.14,12.97400313012718,0.3460595840545982,37.490662671779255
2021-22,1628418,Thomas Bryant,1757,4.397395313657473,0.2503,0.13,4.397395313657473,0.11729308047060931,37.490662671779255
2021-22,1628981,Bruno Fernando,621,2.898427869389177,0.4667,0.13,2.898427869389177,0.0773106598505377,37.490662671779255
2021-22,203932,Aaron Gordon,9841,14.745716080583401,0.1498,0.13,14.745716080583401,0.3933170296209008,37.490662671779255
2021-22,1630587,Isaiah Livers,1518,3.829238115737199,0.2523,0.12,3.829238115737199,0.1021384484254428,37.490662671779255
2021-22,1626161,Willie Cauley-Stein,760,2.8940103075854102,0.3808,0.12,2.8940103075854102,0.07719282886306113,37.490662671779255
