season,playerId,playerName,N,ApproachBAttributedValue,rawAbilityRate,validatedDRBL100,R1Points,R1WinEquivalents,r1PointsPerWin
2022-23,204001,Kristaps Porzingis,8753,112.24682211209235,1.2824,1.08,112.24682211209235,2.9939940804670035,37.490662671779255
2022-23,1628379,Luke Kennard,5429,75.9909466856852,1.3997,1.08,75.9909466856852,2.026929941222049,37.490662671779255
2022-23,1630193,Immanuel Quickley,9402,117.27238073540391,1.2473,1.07,117.27238073540391,3.128042354494833,37.490662671779255
2022-23,1629651,Nic Claxton,9291,114.88340470270144,1.2365,1.05,114.88340470270144,3.0643204604963903,37.490662671779255
2022-23,1629008,Michael Porter Jr.,7512,95.3984361109039,1.2699,1.05,95.3984361109039,2.5445918880146703,37.490662671779255
2022-23,1630169,Tyrese Haliburton,7946,99.84920482249204,1.2566,1.05,99.84920482249204,2.663308613577871,37.490662671779255
2022-23,1629634,Brandon Clarke,4665,63.13592327221413,1.3534,1.01,63.13592327221413,1.6840439398191567,37.490662671779255
2022-23,1630559,Austin Reaves,7804,94.7555151865004,1.2142,1.01,94.7555151865004,2.527443060050969,37.490662671779255
2022-23,1629021,Moritz Wagner,4649,62.71347046870631,1.349,1,62.71347046870631,1.672775725991989,37.490662671779255
2022-23,1628369,Jayson Tatum,11219,128.4263985836983,1.1447,1,128.4263985836983,3.425556910210874,37.490662671779255
2022-23,1627763,Malcolm Brogdon,7187,87.28436658619061,1.2145,0.99,87.28436658619061,2.32816281084018,37.490662671779255
2022-23,1628966,Keita Bates-Diop,6116,75.16924663079912,1.2291,0.97,75.16924663079912,2.005012482411576,37.490662671779255
2022-23,203932,Aaron Gordon,8551,98.57754449507125,1.1528,0.97,98.57754449507125,2.6293892257411224,37.490662671779255
2022-23,2544,LeBron James,8323,91.6922550392387,1.1017,0.92,91.6922550392387,2.4457357780517226,37.490662671779255
2022-23,1629650,Moses Brown,1240,25.23262223458593,2.0349,0.89,25.23262223458593,0.6730375095124566,37.490662671779255
2022-23,1631106,Tari Eason,7361,79.31517082544343,1.0775,0.89,79.31517082544343,2.115597996221795,37.490662671779255
2022-23,1628386,Jarrett Allen,8843,92.14130676703195,1.042,0.88,92.14130676703195,2.4577134731840964,37.490662671779255
2022-23,1629750,Javonte Green,2030,31.937354562872798,1.5733,0.88,31.937354562872798,0.8518749012914446,37.490662671779255
2022-23,1627739,Kris Dunn,2473,35.44611162062072,1.4333,0.87,35.44611162062072,0.9454650596854466,37.490662671779255
2022-23,203507,Giannis Antetokounmpo,8647,89.13944586082206,1.0309,0.87,89.13944586082206,2.3776439120645616,37.490662671779255
2022-23,1628384,O.G. Anunoby,9647,97.64872290668555,1.0122,0.87,97.64872290668555,2.604614481252947,37.490662671779255
2022-23,1628977,Hamidou Diallo,4199,50.29527598832283,1.1978,0.87,50.29527598832283,1.3415413973512431,37.490662671779255
2022-23,1630573,Sam Hauser,5300,59.21688197491618,1.1173,0.86,59.21688197491618,1.579510143454763,37.490662671779255
2022-23,202711,Bojan Bogdanovic,7992,81.82490873532973,1.0238,0.85,81.82490873532973,2.182541008988957,37.490662671779255
2022-23,1630208,Nick Richards,5055,56.01236821978378,1.1081,0.84,56.01236821978378,1.4940351604386701,37.490662671779255
2022-23,1630184,Kira Lewis Jr.,963,21.497102510779154,2.2323,0.84,21.497102510779154,0.5733988406388159,37.490662671779255
2022-23,1626164,Devin Booker,7565,76.81411422831829,1.0154,0.84,76.81411422831829,2.0488865427854757,37.490662671779255
2022-23,1626167,Myles Turner,7587,75.80097956760258,0.9991,0.83,75.80097956760258,2.021862889733903,37.490662671779255
2022-23,1629655,Daniel Gafford,6588,66.71094871979116,1.0126,0.81,66.71094871979116,1.7794016953988707,37.490662671779255
2022-23,1630180,Saddiq Bey,8941,84.56530012749573,0.9458,0.8,84.56530012749573,2.25563631317596,37.490662671779255
2022-23,203497,Rudy Gobert,8885,82.9518245464774,0.9336,0.79,82.9518245464774,2.21259958173315,37.490662671779255
2022-23,1631288,Jamal Cain,1040,20.873675786640618,2.0071,0.79,20.873675786640618,0.5567699874868598,37.490662671779255
2022-23,1626153,Delon Wright,4936,51.035891473633754,1.034,0.78,51.035891473633754,1.3612960624473183,37.490662671779255
2022-23,1630322,Lindy Waters III,2213,29.770408805093847,1.3453,0.78,29.770408805093847,0.7940752892453737,37.490662671779255
2022-23,1629048,Goga Bitadze,1895,26.798614364139695,1.4142,0.77,26.798614364139695,0.7148077002200364,37.490662671779255
2022-23,202692,Alec Burks,4745,48.539974445896426,1.023,0.77,48.539974445896426,1.2947216983292866,37.490662671779255
2022-23,203585,Rodney McGruder,2160,28.727968153476258,1.33,0.76,28.727968153476258,0.7662699484664208,37.490662671779255
2022-23,1627884,Derrick Jones Jr.,3741,40.76096155133778,1.0896,0.76,40.76096155133778,1.0872296899147693,37.490662671779255
2022-23,203488,Mike Muscala,4018,42.79239522549726,1.065,0.76,42.79239522549726,1.1414147463898747,37.490662671779255
2022-23,1628368,De'Aaron Fox,10171,88.70317809543104,0.8721,0.75,88.70317809543104,2.3660072075013368,37.490662671779255
2022-23,203496,Robert Covington,3183,35.801129952737924,1.1248,0.75,35.801129952737924,0.9549345730740281,37.490662671779255
2022-23,1629726,Garrison Mathews,2865,33.196526488483514,1.1587,0.74,33.196526488483514,0.8854611821378097,37.490662671779255
2022-23,1630168,Onyeka Okongwu,7749,69.45113555465268,0.8963,0.74,69.45113555465268,1.8524915433658464,37.490662671779255
2022-23,1626204,Larry Nance Jr.,5613,53.01378665824777,0.9445,0.73,53.01378665824777,1.4140530702903098,37.490662671779255
2022-23,1626172,Kevon Looney,8211,70.94888615696892,0.8641,0.72,70.94888615696892,1.8924415067855025,37.490662671779255
2022-23,1627741,Buddy Hield,10385,86.53108673384726,0.8332,0.72,86.53108673384726,2.3080703451791136,37.490662671779255
2022-23,1630178,Tyrese Maxey,8038,69.36209453884057,0.8629,0.72,69.36209453884057,1.850116524908807,37.490662671779255
2022-23,1630532,Franz Wagner,10924,89.90237967830667,0.823,0.72,89.90237967830667,2.397993880913176,37.490662671779255
2022-23,203897,Zach LaVine,11338,90.06759524529153,0.7944,0.7,90.06759524529153,2.4024007266505074,37.490662671779255
2022-23,1629004,Svi Mykhailiuk,1976,24.85890710138654,1.258,0.7,24.85890710138654,0.663069290586289,37.490662671779255
2022-23,201942,DeMar DeRozan,11018,87.69487240164375,0.7959,0.69,87.69487240164375,2.339112358972925,37.490662671779255
2022-23,1628969,Mikal Bridges,12006,93.41846722046384,0.7781,0.69,93.41846722046384,2.491779567577068,37.490662671779255
2022-23,1629680,Matisse Thybulle,4919,44.346763252821866,0.9015,0.68,44.346763252821866,1.1828748838361685,37.490662671779255
2022-23,1628973,Jalen Brunson,9613,75.5450526122647,0.7859,0.67,75.5450526122647,2.0150364711779427,37.490662671779255
2022-23,203083,Andre Drummond,3530,33.54233545028652,0.9502,0.65,33.54233545028652,0.894685051153689,37.490662671779255
2022-23,1626181,Norman Powell,6504,52.874219344409745,0.8129,0.65,52.874219344409745,1.4103303483139102,37.490662671779255
2022-23,1628989,Kevin Huerter,9134,69.76457240015806,0.7638,0.65,69.76457240015806,1.8608519409466904,37.490662671779255
2022-23,203084,Harrison Barnes,11082,79.54603776572377,0.7178,0.63,79.54603776572377,2.121755981272673,37.490662671779255
2022-23,1630231,Kenyon Martin Jr.,9580,69.5652623106483,0.7262,0.62,69.5652623106483,1.8555356815021808,37.490662671779255
2022-23,1629002,Chimezie Metu,2966,27.65506717559275,0.9324,0.61,27.65506717559275,0.7376521300171588,37.490662671779255
2022-23,1629714,Jarrell Brantley,148,10.55003874692071,7.1284,0.6,10.55003874692071,0.2814044349998154,37.490662671779255
2022-23,203939,Dwight Powell,5940,45.12455299742933,0.7597,0.6,45.12455299742933,1.203621109407501,37.490662671779255
2022-23,1628401,Derrick White,9572,66.44524818188499,0.6942,0.59,66.44524818188499,1.7723145830628657,37.490662671779255
2022-23,1630557,Corey Kispert,8445,59.57977688161216,0.7055,0.59,59.57977688161216,1.5891897511446305,37.490662671779255
2022-23,1630194,Paul Reed,3002,27.18223615227124,0.9055,0.59,27.18223615227124,0.7250401624064227,37.490662671779255
2022-23,202722,Davis Bertans,2005,20.22405135605823,1.0087,0.56,20.22405135605823,0.5394423548368403,37.490662671779255
2022-23,203914,Gary Harris,4875,36.118026286073984,0.7409,0.56,36.118026286073984,0.9633872466399878,37.490662671779255
2022-23,1629011,Mitchell Robinson,6368,43.99170725331683,0.6908,0.55,43.99170725331683,1.1734043657337425,37.490662671779255
2022-23,1630527,Brandon Boston Jr.,1031,14.473463459428007,1.4038,0.55,14.473463459428007,0.3860551515490488,37.490662671779255
2022-23,1631100,AJ Griffin,5852,40.989485903868484,0.7004,0.55,40.989485903868484,1.0933251904006203,37.490662671779255
2022-23,1628449,Chris Boucher,6192,42.73478647116157,0.6902,0.55,42.73478647116157,1.1398781303305632,37.490662671779255
2022-23,1629636,Darius Garland,9769,62.075834601144535,0.6354,0.55,62.075834601144535,1.6557678679782724,37.490662671779255
2022-23,1628371,Jonathan Isaac,504,11.387673042220746,2.2595,0.54,11.387673042220746,0.30374691271575494,37.490662671779255
2022-23,1630688,Ish Wainright,3787,28.83710436083421,0.7615,0.54,28.83710436083421,0.7691809721608648,37.490662671779255
2022-23,1631207,Dalen Terry,883,13.09775963030684,1.4833,0.53,13.09775963030684,0.34936057932542375,37.490662671779255
2022-23,1627751,Jakob Poeltl,7819,46.98673352892642,0.6009,0.5,46.98673352892642,1.2532916246448544,37.490662671779255
2022-23,202691,Klay Thompson,9689,55.97514071722375,0.5777,0.5,55.97514071722375,1.4930421797894364,37.490662671779255
2022-23,1630214,Xavier Tillman,4962,32.44938716551917,0.654,0.49,32.44938716551917,0.8655325047093697,37.490662671779255
2022-23,1629656,Quentin Grimes,8574,50.227571107843744,0.5858,0.49,50.227571107843744,1.3397354842077005,37.490662671779255
2022-23,203924,Jerami Grant,9213,52.75380012050096,0.5726,0.49,52.75380012050096,1.4071183692416003,37.490662671779255
2022-23,1627814,Damion Lee,6198,37.4859024193259,0.6048,0.48,37.4859024193259,0.9998730283192104,37.490662671779255
2022-23,203992,Bogdan Bogdanovic,6285,36.80806987559872,0.5856,0.47,36.80806987559872,0.9817929919735894,37.490662671779255
2022-23,1630695,Micah Potter,232,8.503439920415918,3.6653,0.46,8.503439920415918,0.22681487374233059,37.490662671779255
2022-23,1630171,Isaac Okoro,6606,37.686762406116536,0.5705,0.46,37.686762406116536,1.005230628651568,37.490662671779255
2022-23,1626163,Frank Kaminsky,933,11.607213210790261,1.2441,0.46,11.607213210790261,0.30960277529389957,37.490662671779255
2022-23,1627936,Alex Caruso,6473,36.84255278309352,0.5692,0.46,36.84255278309352,0.982712765192769,37.490662671779255
2022-23,1629028,Deandre Ayton,8252,43.29667406425032,0.5247,0.44,43.29667406425032,1.1548655312737772,37.490662671779255
2022-23,202699,Tobias Harris,9692,49.445809120672585,0.5102,0.44,49.445809120672585,1.3188833057862286,37.490662671779255
2022-23,1627745,Damian Jones,2043,15.63690525249406,0.7654,0.43,15.63690525249406,0.4170879930661934,37.490662671779255
2022-23,1631114,Jalen Williams,9733,48.27678774697547,0.496,0.43,48.27678774697547,1.287701638395295,37.490662671779255
2022-23,203925,Joe Harris,6287,33.06476674887807,0.5259,0.42,33.06476674887807,0.8819467139951961,37.490662671779255
2022-23,1629026,Kenrich Williams,5007,27.221668499017746,0.5437,0.41,27.221668499017746,0.7260919535441714,37.490662671779255
2022-23,1626149,Montrezl Harrell,2849,18.29404065459503,0.6421,0.41,18.29404065459503,0.48796258457084296,37.490662671779255
2022-23,1629117,Wenyen Gabriel,4347,24.31396531972923,0.5593,0.41,24.31396531972923,0.6485338904940547,37.490662671779255
2022-23,1630284,Kevon Harris,1893,14.038760637055537,0.7416,0.4,14.038760637055537,0.37446018919327034,37.490662671779255
2022-23,1627734,Domantas Sabonis,11426,51.91271428992201,0.4543,0.4,51.91271428992201,1.384683827661409,37.490662671779255
2022-23,203486,Mason Plumlee,8629,40.41081527153615,0.4683,0.4,40.41081527153615,1.0778901302791593,37.490662671779255
2022-23,1630539,Kai Jones,2387,15.74818552771555,0.6597,0.39,15.74818552771555,0.4200562061435593,37.490662671779255
2022-23,1628410,Edmond Sumner,3116,18.456156637625096,0.5923,0.39,18.456156637625096,0.4922867541500619,37.490662671779255
2022-23,1628962,Udoka Azubuike,1551,12.258990549568887,0.7904,0.39,12.258990549568887,0.32698783312775975,37.490662671779255
2022-23,1627832,Fred VanVleet,10371,45.71238034748578,0.4408,0.38,45.71238034748578,1.2193004094829016,37.490662671779255
2022-23,1628960,Grayson Allen,8334,36.806860222408645,0.4416,0.37,36.806860222408645,0.9817607265212376,37.490662671779255
2022-23,1630600,Isaiah Mobley,304,6.974305219017122,2.2942,0.37,6.974305219017122,0.1860277925753221,37.490662671779255
2022-23,1630620,Darius Days,57,5.937930664861346,10.4174,0.36,5.937930664861346,0.15838425468352865,37.490662671779255
2022-23,1630543,Isaiah Jackson,4514,21.857253136617,0.4842,0.36,21.857253136617,0.5830052492795718,37.490662671779255
2022-23,203484,Kentavious Caldwell-Pope,9923,40.981021036126364,0.413,0.36,40.981021036126364,1.0930994043744775,37.490662671779255
2022-23,1630598,Aaron Wiggins,5473,24.189143885255653,0.442,0.34,24.189143885255653,0.6452044899025966,37.490662671779255
2022-23,1630577,Julian Champagnie,1307,9.935284116148337,0.7602,0.34,9.935284116148337,0.26500689526693877,37.490662671779255
2022-23,1629630,Ja Morant,8308,33.69218388628817,0.4055,0.34,33.69218388628817,0.8986820046701828,37.490662671779255
2022-23,1626224,Cedi Osman,6184,25.857418269718394,0.4181,0.33,25.857418269718394,0.6897028867185728,37.490662671779255
2022-23,1629667,Jalen McDaniels,8010,31.69082642667644,0.3956,0.33,31.69082642667644,0.8452991803351455,37.490662671779255
2022-23,1628396,Tony Bradley,145,5.738785016206562,3.9578,0.33,5.738785016206562,0.1530723814206245,37.490662671779255
2022-23,1629723,John Konchar,6281,25.807780383803944,0.4109,0.33,25.807780383803944,0.6883788800892684,37.490662671779255
2022-23,1628436,Luke Kornet,3327,16.027163851513453,0.4817,0.33,16.027163851513453,0.4274974809548445,37.490662671779255
2022-23,1629012,Collin Sexton,4785,20.672065834390697,0.432,0.32,20.672065834390697,0.5513923830946685,37.490662671779255
2022-23,1629139,Yuta Watanabe,3855,17.637904651989864,0.4575,0.32,17.637904651989864,0.470461266753405,37.490662671779255
2022-23,1631165,Keon Ellis,287,6.087550169480397,2.1211,0.32,6.087550169480397,0.16237510184269813,37.490662671779255
2022-23,1631199,Ron Harper Jr.,186,5.670553284286472,3.0487,0.32,5.670553284286472,0.15125241540622134,37.490662671779255
2022-23,1630215,Jared Butler,310,6.0418902705706445,1.949,0.32,6.0418902705706445,0.16115720128677855,37.490662671779255
2022-23,201143,Al Horford,7942,30.156568523200068,0.3797,0.32,30.156568523200068,0.80437544642016,37.490662671779255
2022-23,1631169,Josh Minott,420,6.110758313492007,1.4549,0.3,6.110758313492007,0.16299413982062855,37.490662671779255
2022-23,1629646,Charles Bassey,2164,11.29412428453333,0.5219,0.3,11.29412428453333,0.3012516578703976,37.490662671779255
2022-23,203952,Andrew Wiggins,5101,20.060609158251484,0.3933,0.3,20.060609158251484,0.535082810722146,37.490662671779255
2022-23,1631217,Moussa Diabate,809,7.189211057072976,0.8887,0.3,7.189211057072976,0.19176004222738338,37.490662671779255
2022-23,1630529,Herbert Jones,8021,28.498503942365286,0.3553,0.3,28.498503942365286,0.7601493788429957,37.490662671779255
2022-23,1631105,Jalen Duren,7016,25.51431684202476,0.3637,0.3,25.51431684202476,0.68055123659445,37.490662671779255
2022-23,1630639,A.J. Lawson,462,6.086516452882491,1.3174,0.3,6.086516452882491,0.16234752920129256,37.490662671779255
2022-23,1630568,Luka Garza,1036,7.46694872352283,0.7207,0.28,7.46694872352283,0.19916822460285571,37.490662671779255
2022-23,202331,Paul George,7890,26.069961726162763,0.3304,0.27,26.069961726162763,0.6953721238378292,37.490662671779255
2022-23,1626195,Willy Hernangomez,1945,9.38488806473839,0.4825,0.26,9.38488806473839,0.2503260117565961,37.490662671779255
2022-23,1630209,Omer Yurtseven,345,5.112726305059514,1.4819,0.26,5.112726305059514,0.1363733244680167,37.490662671779255
2022-23,1628975,Jevon Carter,7526,23.974972391086556,0.3186,0.26,23.974972391086556,0.6394918276313503,37.490662671779255
2022-23,1630643,Jay Huff,378,5.0436916022814735,1.3343,0.25,5.0436916022814735,0.13453194056444526,37.490662671779255
2022-23,1626174,Christian Wood,6864,21.556418536177446,0.3141,0.25,21.556418536177446,0.5749809952653582,37.490662671779255
2022-23,1629675,Naz Reid,5408,17.821695473230683,0.3295,0.25,17.821695473230683,0.475363575972366,37.490662671779255
2022-23,1631112,Kendall Brown,195,4.552900348229266,2.3348,0.25,4.552900348229266,0.12144091418411815,37.490662671779255
2022-23,1629014,Anfernee Simons,8871,26.555279321150714,0.2993,0.25,26.555279321150714,0.7083171496229633,37.490662671779255
2022-23,1629001,De'Anthony Melton,8728,25.951215980497572,0.2973,0.25,25.951215980497572,0.6922047819664737,37.490662671779255
2022-23,1629056,Terence Davis,3557,12.870857787027221,0.3618,0.25,12.870857787027221,0.3433083565288815,37.490662671779255
2022-23,1631099,Keegan Murray,10014,27.74713093557474,0.2771,0.24,27.74713093557474,0.7401077750610456,37.490662671779255
2022-23,1630590,Scotty Pippen Jr.,127,4.022388207441404,3.1672,0.23,4.022388207441404,0.10729040034998419,37.490662671779255
2022-23,1628978,Donte DiVincenzo,8075,21.98031559274105,0.2722,0.23,21.98031559274105,0.5862877320993989,37.490662671779255
2022-23,1627780,Gary Payton II,1522,7.080061968469703,0.4652,0.23,7.080061968469703,0.1888486749475131,37.490662671779255
2022-23,1628972,Troy Brown Jr.,7723,20.894712693486763,0.2706,0.22,20.894712693486763,0.5573311113867043,37.490662671779255
2022-23,1627885,Shaquille Harrison,538,4.489208311158904,0.8344,0.21,4.489208311158904,0.11974203684956769,37.490662671779255
2022-23,203109,Jae Crowder,1415,6.196969887600562,0.4379,0.21,6.196969887600562,0.16529368770708,37.490662671779255
2022-23,1629632,Coby White,7158,17.959407063428394,0.2509,0.21,17.959407063428394,0.479036799660177,37.490662671779255
2022-23,1630233,Nathan Knight,1255,5.798180231944411,0.462,0.2,5.798180231944411,0.15465664831550008,37.490662671779255
2022-23,1629013,Landry Shamet,3327,9.997545558245886,0.3005,0.2,9.997545558245886,0.26666761390087257,37.490662671779255
2022-23,1626158,Richaun Holmes,1409,6.030254108311633,0.428,0.2,6.030254108311633,0.1608468263445994,37.490662671779255
2022-23,1630596,Evan Mobley,10780,24.59556201831556,0.2282,0.2,24.59556201831556,0.6560450060230502,37.490662671779255
2022-23,203078,Bradley Beal,6794,16.213549291267295,0.2386,0.19,16.213549291267295,0.4324689972330602,37.490662671779255
2022-23,1630240,Saben Lee,1583,6.1198989224286855,0.3866,0.19,6.1198989224286855,0.163237950099916,37.490662671779255
2022-23,1630531,Jaden Springer,379,3.7034706797573786,0.9772,0.19,3.7034706797573786,0.09878381484425271,37.490662671779255
2022-23,203082,Terrence Ross,5527,13.089394967951824,0.2368,0.18,13.089394967951824,0.34913746610845436,37.490662671779255
2022-23,203944,Julius Randle,11069,22.910759916128395,0.207,0.18,22.910759916128395,0.611105760298397,37.490662671779255
2022-23,1629611,Terance Mann,7555,16.467754365645913,0.218,0.18,16.467754365645913,0.43924948752751336,37.490662671779255
2022-23,1626192,Pat Connaughton,6104,13.803680275704535,0.2261,0.18,13.803680275704535,0.3681898182636053,37.490662671779255
2022-23,1630678,Terry Taylor,1121,4.867413327536697,0.4342,0.18,4.867413327536697,0.12983001581352674,37.490662671779255
2022-23,1628389,Bam Adebayo,10310,21.2165293869118,0.2058,0.18,21.2165293869118,0.5659150272337636,37.490662671779255
2022-23,1630696,Dru Smith,623,3.8974843449829693,0.6256,0.18,3.8974843449829693,0.10395880113148184,37.490662671779255
2022-23,1626156,D'Angelo Russell,9618,18.604924849932093,0.1934,0.17,18.604924849932093,0.49625489452702515,37.490662671779255
2022-23,1629060,Rui Hachimura,6153,12.813878527341835,0.2083,0.17,12.813878527341835,0.34178853117438657,37.490662671779255
2022-23,1630175,Cole Anthony,6349,12.912261710777123,0.2034,0.16,12.912261710777123,0.34441273614767837,37.490662671779255
2022-23,201935,James Harden,8404,16.23872055081679,0.1932,0.16,16.23872055081679,0.43314039799676135,37.490662671779255
2022-23,201950,Jrue Holiday,9293,17.55010521387914,0.1889,0.16,17.55010521387914,0.4681193652810468,37.490662671779255
2022-23,1628381,John Collins,9030,16.60437168239505,0.1839,0.16,16.60437168239505,0.44289352332237747,37.490662671779255
2022-23,1629637,Jaxson Hayes,2455,6.250482581465025,0.2546,0.15,6.250482581465025,0.16672104828304402,37.490662671779255
2022-23,202709,Cory Joseph,5013,9.86903936529989,0.1969,0.15,9.86903936529989,0.26323992861104367,37.490662671779255
2022-23,1631466,Jeenathan Williams,530,3.1733091251147147,0.5987,0.15,3.1733091251147147,0.08464265230241964,37.490662671779255
2022-23,1629626,Bol Bol,6233,11.036863994020415,0.1771,0.14,11.036863994020415,0.2943896748543821,37.490662671779255
2022-23,1630583,Santi Aldama,7086,11.732071989646395,0.1656,0.14,11.732071989646395,0.31293317198358306,37.490662671779255
2022-23,1630637,Carlik Jones,228,2.450975996827448,1.075,0.13,2.450975996827448,0.06537563814982648,37.490662671779255
2022-23,1628404,Josh Hart,10039,14.941895936474612,0.1488,0.13,14.941895936474612,0.39854979537937013,37.490662671779255
2022-23,1630237,Anthony Lamb,4924,8.22872842823368,0.1671,0.13,8.22872842823368,0.2194874094457599,37.490662671779255
2022-23,1626157,Karl-Anthony Towns,4062,7.094044433712045,0.1746,0.13,7.094044433712045,0.18922163355229302,37.490662671779255
2022-23,1630170,Devin Vassell,5050,8.19458750746786,0.1623,0.12,8.19458750746786,0.21857675814400204,37.490662671779255
2022-23,203490,Otto Porter Jr.,604,2.7132122462997175,0.4492,0.12,2.7132122462997175,0.07237034645274655,37.490662671779255
2022-23,1627759,Jaylen Brown,9954,14.046334873718592,0.1411,0.12,14.046334873718592,0.37466221914215025,37.490662671779255
2022-23,1626168,Trey Lyles,5241,8.11825463397369,0.1549,0.12,8.11825463397369,0.21654070788363605,37.490662671779255
2022-23,1627777,Georges Niang,6190,9.192683568526714,0.1485,0.12,9.192683568526714,0.24519928199205773,37.490662671779255
2022-23,1630183,Jaden McDaniels,10015,13.640768192052988,0.1362,0.12,13.640768192052988,0.36384441404715284,37.490662671779255
2022-23,1628964,Mo Bamba,3117,5.473635205844741,0.1756,0.12,5.473635205844741,0.1459999588101431,37.490662671779255
2022-23,1626171,Bobby Portis,7677,10.755583355676839,0.1401,0.12,10.755583355676839,0.28688698969765086,37.490662671779255
2022-23,1630167,Obi Toppin,4344,6.784819883366115,0.1562,0.11,6.784819883366115,0.18097359181845896,37.490662671779255
2022-23,1628221,Gabe York,262,2.1157623103744045,0.8075,0.11,2.1157623103744045,0.05643438017880182,37.490662671779255
2022-23,1630206,Jay Scrubb,124,1.7472656248454217,1.4091,0.1,1.7472656248454217,0.04660535451566343,37.490662671779255
2022-23,1628981,Bruno Fernando,1652,3.2248930217522513,0.1952,0.1,3.2248930217522513,0.08601856547549797,37.490662671779255
2022-23,1630181,R.J. Hampton,3117,4.658098633543794,0.1494,0.1,4.658098633543794,0.1242469004702372,37.490662671779255
2022-23,202689,Kemba Walker,589,2.069329147953278,0.3513,0.09,2.069329147953278,0.05519585412692494,37.490662671779255
2022-23,1628976,Wendell Carter Jr.,6970,7.634135240808181,0.1095,0.09,7.634135240808181,0.2036276421049955,37.490662671779255
2022-23,1629660,Ty Jerome,3399,4.37642457106177,0.1288,0.09,4.37642457106177,0.11673372139020853,37.490662671779255
2022-23,201588,George Hill,3465,4.232341182686013,0.1221,0.08,4.232341182686013,0.11289054076581762,37.490662671779255
2022-23,1630579,Jericho Sims,3261,4.011986749532241,0.123,0.08,4.011986749532241,0.10701295905746223,37.490662671779255
2022-23,1628997,Caleb Martin,8272,7.799184211146975,0.0943,0.08,7.799184211146975,0.2080300441586416,37.490662671779255
