season,component,rank,player,teamId,value,possessions,drbl100,drblWar
2025-26,SDV100,2,Lauri Markkanen,1610612762,0,3278,0.98,2.95
2025-26,SDV100,3,Norman Powell,1610612748,0,3031,1.04,2.93
2025-26,SDV100,4,Nikola Jokić,1610612743,0,3866,0.81,2.83
2025-26,SDV100,5,Tyrese Maxey,1610612755,0,4085,0.62,2.29
2025-26,SDV100,6,Donovan Mitchell,1610612739,0,3838,0.66,2.29
2025-26,SDV100,7,Michael Porter Jr.,1610612751,0,2851,0.85,2.28
2025-26,SDV100,8,Jimmy Butler III,1610612744,0,3029,0.77,2.18
2025-26,SDV100,9,Kevin Durant,1610612745,0,3450,0.67,2.12
2025-26,SDV100,10,Jalen Brunson,1610612752,0,3753,0.58,1.99
2025-26,SDV100,11,Keldon Johnson,1610612759,0,2685,0.71,1.8
2025-26,SDV100,12,Chet Holmgren,1610612760,0,3077,0.61,1.74
2025-26,SDV100,13,Franz Wagner,1610612753,0,3435,0.55,1.73
2025-26,SDV100,14,Anthony Edwards,1610612750,0,3352,0.54,1.67
2025-26,SDV100,15,Neemias Queta,1610612738,0,2379,0.71,1.63
2025-26,SDV100,16,Trey Murphy III,1610612740,0,3721,0.48,1.61
2025-26,SDV100,17,Kel'el Ware,1610612748,0,2973,0.55,1.53
2025-26,SDV100,18,Max Christie,1610612742,0,3321,0.49,1.5
2025-26,SDV100,19,Rudy Gobert,1610612750,0,3593,0.45,1.48
2025-26,SDV100,20,Aaron Gordon,1610612743,0,1515,0.91,1.44
2025-26,SDV100,21,Jalen Duren,1610612765,0,2875,0.53,1.44
2025-26,SDV100,22,Giannis Antetokounmpo,1610612749,0,2179,0.66,1.42
2025-26,SDV100,23,Naji Marshall,1610612742,0,3389,0.45,1.41
2025-26,SDV100,24,Isaiah Joe,1610612760,0,1965,0.71,1.4
2025-26,SDV100,25,Mark Williams,1610612756,0,2240,0.64,1.4
2025-26,ShotMaking100,1,Shai Gilgeous-Alexander,1610612760,0,3733,1.33,4.52
2025-26,ShotMaking100,2,Lauri Markkanen,1610612762,0,3278,0.98,2.95
2025-26,ShotMaking100,3,Norman Powell,1610612748,0,3031,1.04,2.93
2025-26,ShotMaking100,4,Nikola Jokić,1610612743,0,3866,0.81,2.83
2025-26,ShotMaking100,5,Tyrese Maxey,1610612755,0,4085,0.62,2.29
2025-26,ShotMaking100,6,Donovan Mitchell,1610612739,0,3838,0.66,2.29
2025-26,ShotMaking100,7,Michael Porter Jr.,1610612751,0,2851,0.85,2.28
2025-26,ShotMaking100,8,Jimmy Butler III,1610612744,0,3029,0.77,2.18
2025-26,ShotMaking100,9,Kevin Durant,1610612745,0,3450,0.67,2.12
2025-26,ShotMaking100,10,Jalen Brunson,1610612752,0,3753,0.58,1.99
2025-26,ShotMaking100,11,Keldon Johnson,1610612759,0,2685,0.71,1.8
2025-26,ShotMaking100,12,Chet Holmgren,1610612760,0,3077,0.61,1.74
2025-26,ShotMaking100,13,Franz Wagner,1610612753,0,3435,0.55,1.73
2025-26,ShotMaking100,14,Anthony Edwards,1610612750,0,3352,0.54,1.67
2025-26,ShotMaking100,15,Neemias Queta,1610612738,0,2379,0.71,1.63
2025-26,ShotMaking100,16,Trey Murphy III,1610612740,0,3721,0.48,1.61
2025-26,ShotMaking100,17,Kel'el Ware,1610612748,0,2973,0.55,1.53
2025-26,ShotMaking100,18,Max Christie,1610612742,0,3321,0.49,1.5
2025-26,ShotMaking100,19,Rudy Gobert,1610612750,0,3593,0.45,1.48
2025-26,ShotMaking100,20,Aaron Gordon,1610612743,0,1515,0.91,1.44
2025-26,ShotMaking100,21,Jalen Duren,1610612765,0,2875,0.53,1.44
2025-26,ShotMaking100,22,Giannis Antetokounmpo,1610612749,0,2179,0.66,1.42
2025-26,ShotMaking100,23,Naji Marshall,1610612742,0,3389,0.45,1.41
2025-26,ShotMaking100,24,Isaiah Joe,1610612760,0,1965,0.71,1.4
2025-26,ShotMaking100,25,Mark Williams,1610612756,0,2240,0.64,1.4
2025-26,seasonal_impact,1,Shai Gilgeous-Alexander,1610612760,135.47,3733,1.33,4.52
2025-26,seasonal_impact,2,Lauri Markkanen,1610612762,88.61,3278,0.98,2.95
2025-26,seasonal_impact,3,Norman Powell,1610612748,87.91,3031,1.04,2.93
2025-26,seasonal_impact,4,Nikola Jokić,1610612743,84.9,3866,0.81,2.83
2025-26,seasonal_impact,5,Tyrese Maxey,1610612755,68.82,4085,0.62,2.29
2025-26,seasonal_impact,6,Donovan Mitchell,1610612739,68.57,3838,0.66,2.29
2025-26,seasonal_impact,7,Michael Porter Jr.,1610612751,68.41,2851,0.85,2.28
2025-26,seasonal_impact,8,Jimmy Butler III,1610612744,65.34,3029,0.77,2.18
2025-26,seasonal_impact,9,Kevin Durant,1610612745,63.46,3450,0.67,2.12
2025-26,seasonal_impact,10,Jalen Brunson,1610612752,59.61,3753,0.58,1.99
2025-26,seasonal_impact,11,Keldon Johnson,1610612759,54.02,2685,0.71,1.8
2025-26,seasonal_impact,12,Chet Holmgren,1610612760,52.3,3077,0.61,1.74
2025-26,seasonal_impact,13,Franz Wagner,1610612753,51.91,3435,0.55,1.73
2025-26,seasonal_impact,14,Anthony Edwards,1610612750,50.21,3352,0.54,1.67
2025-26,seasonal_impact,15,Neemias Queta,1610612738,48.94,2379,0.71,1.63
2025-26,seasonal_impact,16,Trey Murphy III,1610612740,48.32,3721,0.48,1.61
2025-26,seasonal_impact,17,Kel'el Ware,1610612748,45.75,2973,0.55,1.53
2025-26,seasonal_impact,18,Max Christie,1610612742,45.12,3321,0.49,1.5
2025-26,seasonal_impact,19,Rudy Gobert,1610612750,44.48,3593,0.45,1.48
2025-26,seasonal_impact,20,Aaron Gordon,1610612743,43.3,1515,0.91,1.44
2025-26,seasonal_impact,21,Jalen Duren,1610612765,43.16,2875,0.53,1.44
2025-26,seasonal_impact,22,Giannis Antetokounmpo,1610612749,42.5,2179,0.66,1.42
2025-26,seasonal_impact,23,Naji Marshall,1610612742,42.37,3389,0.45,1.41
2025-26,seasonal_impact,24,Isaiah Joe,1610612760,41.91,1965,0.71,1.4
2025-26,seasonal_impact,25,Mark Williams,1610612756,41.85,2240,0.64,1.4
